year,price,data_year,scenario,fuel,region,dollar_year
2033,0.7527079999999999,2025,no_111d,uranium,p27,2024
2032,0.7527729999999999,2025,no_111d,uranium,p27,2024
2031,0.752838,2025,no_111d,uranium,p27,2024
2030,0.752914,2025,no_111d,uranium,p27,2024
2029,0.7529800000000001,2025,no_111d,uranium,p27,2024
2028,0.753056,2025,no_111d,uranium,p27,2024
2027,0.7531209999999999,2025,no_111d,uranium,p27,2024
2026,0.7531859999999999,2025,no_111d,uranium,p27,2024
2025,0.753262,2025,no_111d,uranium,p27,2024
2024,0.753328,2025,no_111d,uranium,p27,2024
2050,0.7515229999999999,2025,no_111d,uranium,p28,2024
2049,0.751599,2025,no_111d,uranium,p28,2024
2048,0.7516649999999999,2025,no_111d,uranium,p28,2024
2047,0.75173,2025,no_111d,uranium,p28,2024
2046,0.751806,2025,no_111d,uranium,p28,2024
2045,0.751871,2025,no_111d,uranium,p28,2024
2044,0.7519359999999999,2025,no_111d,uranium,p28,2024
2043,0.752012,2025,no_111d,uranium,p28,2024
2042,0.7520779999999999,2025,no_111d,uranium,p28,2024
2041,0.752154,2025,no_111d,uranium,p28,2024
2040,0.752219,2025,no_111d,uranium,p28,2024
2039,0.752284,2025,no_111d,uranium,p28,2024
2038,0.75236,2025,no_111d,uranium,p28,2024
2037,0.752425,2025,no_111d,uranium,p28,2024
2036,0.752491,2025,no_111d,uranium,p28,2024
2035,0.752567,2025,no_111d,uranium,p28,2024
2034,0.752632,2025,no_111d,uranium,p28,2024
2033,0.7527079999999999,2025,no_111d,uranium,p28,2024
2032,0.7527729999999999,2025,no_111d,uranium,p28,2024
2031,0.752838,2025,no_111d,uranium,p28,2024
2030,0.752914,2025,no_111d,uranium,p28,2024
2029,0.7529800000000001,2025,no_111d,uranium,p28,2024
2028,0.753056,2025,no_111d,uranium,p28,2024
2027,0.7531209999999999,2025,no_111d,uranium,p28,2024
2026,0.7531859999999999,2025,no_111d,uranium,p28,2024
2025,0.753262,2025,no_111d,uranium,p28,2024
2024,0.753328,2025,no_111d,uranium,p28,2024
2050,0.7515229999999999,2025,no_111d,uranium,p29,2024
2049,0.751599,2025,no_111d,uranium,p29,2024
2048,0.7516649999999999,2025,no_111d,uranium,p29,2024
2047,0.75173,2025,no_111d,uranium,p29,2024
2046,0.751806,2025,no_111d,uranium,p29,2024
2045,0.751871,2025,no_111d,uranium,p29,2024
2044,0.7519359999999999,2025,no_111d,uranium,p29,2024
2043,0.752012,2025,no_111d,uranium,p29,2024
2042,0.7520779999999999,2025,no_111d,uranium,p29,2024
2041,0.752154,2025,no_111d,uranium,p29,2024
2040,0.752219,2025,no_111d,uranium,p29,2024
2039,0.752284,2025,no_111d,uranium,p29,2024
2038,0.75236,2025,no_111d,uranium,p29,2024
2037,0.752425,2025,no_111d,uranium,p29,2024
2036,0.752491,2025,no_111d,uranium,p29,2024
2035,0.752567,2025,no_111d,uranium,p29,2024
2034,0.752632,2025,no_111d,uranium,p29,2024
2033,0.7527079999999999,2025,no_111d,uranium,p29,2024
2032,0.7527729999999999,2025,no_111d,uranium,p29,2024
2031,0.752838,2025,no_111d,uranium,p29,2024
2030,0.752914,2025,no_111d,uranium,p29,2024
2029,0.7529800000000001,2025,no_111d,uranium,p29,2024
2028,0.753056,2025,no_111d,uranium,p29,2024
2027,0.7531209999999999,2025,no_111d,uranium,p29,2024
2026,0.7531859999999999,2025,no_111d,uranium,p29,2024
2025,0.753262,2025,no_111d,uranium,p29,2024
2024,0.753328,2025,no_111d,uranium,p29,2024
2050,0.7515229999999999,2025,no_111d,uranium,p30,2024
2049,0.751599,2025,no_111d,uranium,p30,2024
2048,0.7516649999999999,2025,no_111d,uranium,p30,2024
2047,0.75173,2025,no_111d,uranium,p30,2024
2046,0.751806,2025,no_111d,uranium,p30,2024
2045,0.751871,2025,no_111d,uranium,p30,2024
2044,0.7519359999999999,2025,no_111d,uranium,p30,2024
2043,0.752012,2025,no_111d,uranium,p30,2024
2042,0.7520779999999999,2025,no_111d,uranium,p30,2024
2041,0.752154,2025,no_111d,uranium,p30,2024
2040,0.752219,2025,no_111d,uranium,p30,2024
2039,0.752284,2025,no_111d,uranium,p30,2024
2038,0.75236,2025,no_111d,uranium,p30,2024
2037,0.752425,2025,no_111d,uranium,p30,2024
2036,0.752491,2025,no_111d,uranium,p30,2024
2035,0.752567,2025,no_111d,uranium,p30,2024
2034,0.752632,2025,no_111d,uranium,p30,2024
2033,0.7527079999999999,2025,no_111d,uranium,p30,2024
2032,0.7527729999999999,2025,no_111d,uranium,p30,2024
2031,0.752838,2025,no_111d,uranium,p30,2024
2030,0.752914,2025,no_111d,uranium,p30,2024
2029,0.7529800000000001,2025,no_111d,uranium,p30,2024
2028,0.753056,2025,no_111d,uranium,p30,2024
2027,0.7531209999999999,2025,no_111d,uranium,p30,2024
2026,0.7531859999999999,2025,no_111d,uranium,p30,2024
2025,0.753262,2025,no_111d,uranium,p30,2024
2024,0.753328,2025,no_111d,uranium,p30,2024
2050,1.741674,2025,no_111d,coal,p27,2024
2049,1.735439,2025,no_111d,coal,p27,2024
2048,1.730896,2025,no_111d,coal,p27,2024
2047,1.7299229999999999,2025,no_111d,coal,p27,2024
2046,1.737041,2025,no_111d,coal,p27,2024
2045,1.718331,2025,no_111d,coal,p27,2024
2044,1.7009319999999999,2025,no_111d,coal,p27,2024
2043,1.713323,2025,no_111d,coal,p27,2024
2042,1.709297,2025,no_111d,coal,p27,2024
2041,1.712527,2025,no_111d,coal,p27,2024
2040,1.712617,2025,no_111d,coal,p27,2024
2039,1.698056,2025,no_111d,coal,p27,2024
2038,1.711177,2025,no_111d,coal,p27,2024
2037,1.728746,2025,no_111d,coal,p27,2024
2036,1.7040659999999999,2025,no_111d,coal,p27,2024
2035,1.703856,2025,no_111d,coal,p27,2024
2034,1.695691,2025,no_111d,coal,p27,2024
2033,1.638195,2025,no_111d,coal,p27,2024
2032,1.645658,2025,no_111d,coal,p27,2024
2031,1.661241,2025,no_111d,coal,p27,2024
2030,1.589691,2025,no_111d,coal,p27,2024
2029,1.7700529999999999,2025,no_111d,coal,p27,2024
2028,1.717824,2025,no_111d,coal,p27,2024
2027,1.8669689999999999,2025,no_111d,coal,p27,2024
2026,1.88114,2025,no_111d,coal,p27,2024
2025,2.024305,2025,no_111d,coal,p27,2024
2024,2.03693,2025,no_111d,coal,p27,2024
2050,1.741674,2025,no_111d,coal,p28,2024
2049,1.735439,2025,no_111d,coal,p28,2024
2048,1.730896,2025,no_111d,coal,p28,2024
2047,1.7299229999999999,2025,no_111d,coal,p28,2024
2046,1.737041,2025,no_111d,coal,p28,2024
2045,1.718331,2025,no_111d,coal,p28,2024
2044,1.7009319999999999,2025,no_111d,coal,p28,2024
2043,1.713323,2025,no_111d,coal,p28,2024
2042,1.709297,2025,no_111d,coal,p28,2024
2041,1.712527,2025,no_111d,coal,p28,2024
2040,1.712617,2025,no_111d,coal,p28,2024
2039,1.698056,2025,no_111d,coal,p28,2024
2038,1.711177,2025,no_111d,coal,p28,2024
2037,1.728746,2025,no_111d,coal,p28,2024
2036,1.7040659999999999,2025,no_111d,coal,p28,2024
2035,1.703856,2025,no_111d,coal,p28,2024
2034,1.695691,2025,no_111d,coal,p28,2024
2033,1.638195,2025,no_111d,coal,p28,2024
2032,1.645658,2025,no_111d,coal,p28,2024
2031,1.661241,2025,no_111d,coal,p28,2024
2030,1.589691,2025,no_111d,coal,p28,2024
2029,1.7700529999999999,2025,no_111d,coal,p28,2024
2028,1.717824,2025,no_111d,coal,p28,2024
2027,1.8669689999999999,2025,no_111d,coal,p28,2024
2026,1.88114,2025,no_111d,coal,p28,2024
2025,2.024305,2025,no_111d,coal,p28,2024
2024,2.03693,2025,no_111d,coal,p28,2024
2050,1.741674,2025,no_111d,coal,p29,2024
2049,1.735439,2025,no_111d,coal,p29,2024
2048,1.730896,2025,no_111d,coal,p29,2024
2047,1.7299229999999999,2025,no_111d,coal,p29,2024
2046,1.737041,2025,no_111d,coal,p29,2024
2045,1.718331,2025,no_111d,coal,p29,2024
2044,1.7009319999999999,2025,no_111d,coal,p29,2024
2043,1.713323,2025,no_111d,coal,p29,2024
2042,1.709297,2025,no_111d,coal,p29,2024
2041,1.712527,2025,no_111d,coal,p29,2024
2040,1.712617,2025,no_111d,coal,p29,2024
2039,1.698056,2025,no_111d,coal,p29,2024
2038,1.711177,2025,no_111d,coal,p29,2024
2037,1.728746,2025,no_111d,coal,p29,2024
2036,1.7040659999999999,2025,no_111d,coal,p29,2024
2035,1.703856,2025,no_111d,coal,p29,2024
2034,1.695691,2025,no_111d,coal,p29,2024
2033,1.638195,2025,no_111d,coal,p29,2024
2032,1.645658,2025,no_111d,coal,p29,2024
2031,1.661241,2025,no_111d,coal,p29,2024
2030,1.589691,2025,no_111d,coal,p29,2024
2029,1.7700529999999999,2025,no_111d,coal,p29,2024
2028,1.717824,2025,no_111d,coal,p29,2024
2027,1.8669689999999999,2025,no_111d,coal,p29,2024
2026,1.88114,2025,no_111d,coal,p29,2024
2025,2.024305,2025,no_111d,coal,p29,2024
2024,2.03693,2025,no_111d,coal,p29,2024
2050,1.741674,2025,no_111d,coal,p30,2024
2049,1.735439,2025,no_111d,coal,p30,2024
2048,1.730896,2025,no_111d,coal,p30,2024
2047,1.7299229999999999,2025,no_111d,coal,p30,2024
2046,1.737041,2025,no_111d,coal,p30,2024
2045,1.718331,2025,no_111d,coal,p30,2024
2044,1.7009319999999999,2025,no_111d,coal,p30,2024
2043,1.713323,2025,no_111d,coal,p30,2024
2042,1.709297,2025,no_111d,coal,p30,2024
2041,1.712527,2025,no_111d,coal,p30,2024
2040,1.712617,2025,no_111d,coal,p30,2024
2039,1.698056,2025,no_111d,coal,p30,2024
2038,1.711177,2025,no_111d,coal,p30,2024
2037,1.728746,2025,no_111d,coal,p30,2024
2036,1.7040659999999999,2025,no_111d,coal,p30,2024
2035,1.703856,2025,no_111d,coal,p30,2024
2034,1.695691,2025,no_111d,coal,p30,2024
2033,1.638195,2025,no_111d,coal,p30,2024
2032,1.645658,2025,no_111d,coal,p30,2024
2031,1.661241,2025,no_111d,coal,p30,2024
2030,1.589691,2025,no_111d,coal,p30,2024
2029,1.7700529999999999,2025,no_111d,coal,p30,2024
2028,1.717824,2025,no_111d,coal,p30,2024
2027,1.8669689999999999,2025,no_111d,coal,p30,2024
2026,1.88114,2025,no_111d,coal,p30,2024
2025,2.024305,2025,no_111d,coal,p30,2024
2024,2.03693,2025,no_111d,coal,p30,2024
2050,27.163586,2025,no_111d,distillate,p27,2024
2049,27.099661,2025,no_111d,distillate,p27,2024
2048,26.719887,2025,no_111d,distillate,p27,2024
2047,26.859877,2025,no_111d,distillate,p27,2024
2046,26.837095,2025,no_111d,distillate,p27,2024
2045,26.436811,2025,no_111d,distillate,p27,2024
2044,26.199881,2025,no_111d,distillate,p27,2024
2043,25.66264,2025,no_111d,distillate,p27,2024
2042,25.74304,2025,no_111d,distillate,p27,2024
2041,25.590832,2025,no_111d,distillate,p27,2024
2040,25.268211,2025,no_111d,distillate,p27,2024
2039,25.135763,2025,no_111d,distillate,p27,2024
2038,24.966303,2025,no_111d,distillate,p27,2024
2037,24.826412,2025,no_111d,distillate,p27,2024
2036,24.713938,2025,no_111d,distillate,p27,2024
2035,24.739973,2025,no_111d,distillate,p27,2024
2034,24.492205,2025,no_111d,distillate,p27,2024
2033,24.390434,2025,no_111d,distillate,p27,2024
2032,24.169634,2025,no_111d,distillate,p27,2024
2031,24.36455,2025,no_111d,distillate,p27,2024
2030,24.352144,2025,no_111d,distillate,p27,2024
2029,24.598049,2025,no_111d,distillate,p27,2024
2028,24.852804,2025,no_111d,distillate,p27,2024
2027,25.129498,2025,no_111d,distillate,p27,2024
2026,25.637682,2025,no_111d,distillate,p27,2024
2025,26.772507,2025,no_111d,distillate,p27,2024
2024,28.27949,2025,no_111d,distillate,p27,2024
2050,27.163586,2025,no_111d,distillate,p28,2024
2049,27.099661,2025,no_111d,distillate,p28,2024
2048,26.719887,2025,no_111d,distillate,p28,2024
2047,26.859877,2025,no_111d,distillate,p28,2024
2046,26.837095,2025,no_111d,distillate,p28,2024
2045,26.436811,2025,no_111d,distillate,p28,2024
2044,26.199881,2025,no_111d,distillate,p28,2024
2043,25.66264,2025,no_111d,distillate,p28,2024
2042,25.74304,2025,no_111d,distillate,p28,2024
2041,25.590832,2025,no_111d,distillate,p28,2024
2040,25.268211,2025,no_111d,distillate,p28,2024
2039,25.135763,2025,no_111d,distillate,p28,2024
2038,24.966303,2025,no_111d,distillate,p28,2024
2037,24.826412,2025,no_111d,distillate,p28,2024
2036,24.713938,2025,no_111d,distillate,p28,2024
2035,24.739973,2025,no_111d,distillate,p28,2024
2034,24.492205,2025,no_111d,distillate,p28,2024
2033,24.390434,2025,no_111d,distillate,p28,2024
2032,24.169634,2025,no_111d,distillate,p28,2024
2031,24.36455,2025,no_111d,distillate,p28,2024
2030,24.352144,2025,no_111d,distillate,p28,2024
2029,24.598049,2025,no_111d,distillate,p28,2024
2028,24.852804,2025,no_111d,distillate,p28,2024
2027,25.129498,2025,no_111d,distillate,p28,2024
2026,25.637682,2025,no_111d,distillate,p28,2024
2025,26.772507,2025,no_111d,distillate,p28,2024
2024,28.27949,2025,no_111d,distillate,p28,2024
2050,27.163586,2025,no_111d,distillate,p29,2024
2049,27.099661,2025,no_111d,distillate,p29,2024
2048,26.719887,2025,no_111d,distillate,p29,2024
2047,26.859877,2025,no_111d,distillate,p29,2024
2046,26.837095,2025,no_111d,distillate,p29,2024
2045,26.436811,2025,no_111d,distillate,p29,2024
2044,26.199881,2025,no_111d,distillate,p29,2024
2043,25.66264,2025,no_111d,distillate,p29,2024
2042,25.74304,2025,no_111d,distillate,p29,2024
2041,25.590832,2025,no_111d,distillate,p29,2024
2040,25.268211,2025,no_111d,distillate,p29,2024
2039,25.135763,2025,no_111d,distillate,p29,2024
2038,24.966303,2025,no_111d,distillate,p29,2024
2037,24.826412,2025,no_111d,distillate,p29,2024
2036,24.713938,2025,no_111d,distillate,p29,2024
2035,24.739973,2025,no_111d,distillate,p29,2024
2034,24.492205,2025,no_111d,distillate,p29,2024
2033,24.390434,2025,no_111d,distillate,p29,2024
2032,24.169634,2025,no_111d,distillate,p29,2024
2031,24.36455,2025,no_111d,distillate,p29,2024
2030,24.352144,2025,no_111d,distillate,p29,2024
2029,24.598049,2025,no_111d,distillate,p29,2024
2028,24.852804,2025,no_111d,distillate,p29,2024
2027,25.129498,2025,no_111d,distillate,p29,2024
2026,25.637682,2025,no_111d,distillate,p29,2024
2025,26.772507,2025,no_111d,distillate,p29,2024
2024,28.27949,2025,no_111d,distillate,p29,2024
2050,27.163586,2025,no_111d,distillate,p30,2024
2049,27.099661,2025,no_111d,distillate,p30,2024
2048,26.719887,2025,no_111d,distillate,p30,2024
2047,26.859877,2025,no_111d,distillate,p30,2024
2046,26.837095,2025,no_111d,distillate,p30,2024
2045,26.436811,2025,no_111d,distillate,p30,2024
2044,26.199881,2025,no_111d,distillate,p30,2024
2043,25.66264,2025,no_111d,distillate,p30,2024
2042,25.74304,2025,no_111d,distillate,p30,2024
2041,25.590832,2025,no_111d,distillate,p30,2024
2040,25.268211,2025,no_111d,distillate,p30,2024
2039,25.135763,2025,no_111d,distillate,p30,2024
2038,24.966303,2025,no_111d,distillate,p30,2024
2037,24.826412,2025,no_111d,distillate,p30,2024
2036,24.713938,2025,no_111d,distillate,p30,2024
2035,24.739973,2025,no_111d,distillate,p30,2024
2034,24.492205,2025,no_111d,distillate,p30,2024
2033,24.390434,2025,no_111d,distillate,p30,2024
2032,24.169634,2025,no_111d,distillate,p30,2024
2031,24.36455,2025,no_111d,distillate,p30,2024
2030,24.352144,2025,no_111d,distillate,p30,2024
2029,24.598049,2025,no_111d,distillate,p30,2024
2028,24.852804,2025,no_111d,distillate,p30,2024
2027,25.129498,2025,no_111d,distillate,p30,2024
2026,25.637682,2025,no_111d,distillate,p30,2024
2025,26.772507,2025,no_111d,distillate,p30,2024
2024,28.27949,2025,no_111d,distillate,p30,2024
2050,25.910757,2025,no_111d,distillate,p8,2024
2049,25.846882,2025,no_111d,distillate,p8,2024
2048,25.467165,2025,no_111d,distillate,p8,2024
2047,25.607237,2025,no_111d,distillate,p8,2024
2046,25.584501,2025,no_111d,distillate,p8,2024
2045,25.184267,2025,no_111d,distillate,p8,2024
2044,24.947407,2025,no_111d,distillate,p8,2024
2043,24.410212,2025,no_111d,distillate,p8,2024
2042,24.490685,2025,no_111d,distillate,p8,2024
2041,24.338556,2025,no_111d,distillate,p8,2024
2040,24.016016,2025,no_111d,distillate,p8,2024
2039,23.883631,2025,no_111d,distillate,p8,2024
2038,23.714241,2025,no_111d,distillate,p8,2024
2037,23.574423,2025,no_111d,distillate,p8,2024
2036,23.462032,2025,no_111d,distillate,p8,2024
2035,23.488136,2025,no_111d,distillate,p8,2024
2034,23.240479,2025,no_111d,distillate,p8,2024
2033,23.138803,2025,no_111d,distillate,p8,2024
2032,22.918098,2025,no_111d,distillate,p8,2024
2031,23.113132,2025,no_111d,distillate,p8,2024
2030,23.100845,2025,no_111d,distillate,p8,2024
2029,23.413454,2025,no_111d,distillate,p8,2024
2028,23.73493,2025,no_111d,distillate,p8,2024
2027,24.078293,2025,no_111d,distillate,p8,2024
2026,24.653282,2025,no_111d,distillate,p8,2024
2025,25.854187,2025,no_111d,distillate,p8,2024
2024,27.408266,2025,no_111d,distillate,p8,2024
2050,25.910757,2025,no_111d,distillate,p9,2024
2049,25.846882,2025,no_111d,distillate,p9,2024
2048,25.467165,2025,no_111d,distillate,p9,2024
2047,25.607237,2025,no_111d,distillate,p9,2024
2046,25.584501,2025,no_111d,distillate,p9,2024
2045,25.184267,2025,no_111d,distillate,p9,2024
2044,24.947407,2025,no_111d,distillate,p9,2024
2043,24.410212,2025,no_111d,distillate,p9,2024
2042,24.490685,2025,no_111d,distillate,p9,2024
2041,24.338556,2025,no_111d,distillate,p9,2024
2040,24.016016,2025,no_111d,distillate,p9,2024
2039,23.883631,2025,no_111d,distillate,p9,2024
2038,23.714241,2025,no_111d,distillate,p9,2024
2037,23.574423,2025,no_111d,distillate,p9,2024
2036,23.462032,2025,no_111d,distillate,p9,2024
2035,23.488136,2025,no_111d,distillate,p9,2024
2034,23.240479,2025,no_111d,distillate,p9,2024
2033,23.138803,2025,no_111d,distillate,p9,2024
2032,22.918098,2025,no_111d,distillate,p9,2024
2031,23.113132,2025,no_111d,distillate,p9,2024
2030,23.100845,2025,no_111d,distillate,p9,2024
2029,23.413454,2025,no_111d,distillate,p9,2024
2028,23.73493,2025,no_111d,distillate,p9,2024
2027,24.078293,2025,no_111d,distillate,p9,2024
2026,24.653282,2025,no_111d,distillate,p9,2024
2025,25.854187,2025,no_111d,distillate,p9,2024
2024,27.408266,2025,no_111d,distillate,p9,2024
2050,25.910757,2025,no_111d,distillate,p10,2024
2049,25.846882,2025,no_111d,distillate,p10,2024
2048,25.467165,2025,no_111d,distillate,p10,2024
2047,25.607237,2025,no_111d,distillate,p10,2024
2046,25.584501,2025,no_111d,distillate,p10,2024
2045,25.184267,2025,no_111d,distillate,p10,2024
2044,24.947407,2025,no_111d,distillate,p10,2024
2043,24.410212,2025,no_111d,distillate,p10,2024
2042,24.490685,2025,no_111d,distillate,p10,2024
2041,24.338556,2025,no_111d,distillate,p10,2024
2040,24.016016,2025,no_111d,distillate,p10,2024
2039,23.883631,2025,no_111d,distillate,p10,2024
2038,23.714241,2025,no_111d,distillate,p10,2024
2037,23.574423,2025,no_111d,distillate,p10,2024
2036,23.462032,2025,no_111d,distillate,p10,2024
2035,23.488136,2025,no_111d,distillate,p10,2024
2034,23.240479,2025,no_111d,distillate,p10,2024
2033,23.138803,2025,no_111d,distillate,p10,2024
2032,22.918098,2025,no_111d,distillate,p10,2024
2031,23.113132,2025,no_111d,distillate,p10,2024
2030,23.100845,2025,no_111d,distillate,p10,2024
2029,23.413454,2025,no_111d,distillate,p10,2024
2028,23.73493,2025,no_111d,distillate,p10,2024
2027,24.078293,2025,no_111d,distillate,p10,2024
2026,24.653282,2025,no_111d,distillate,p10,2024
2025,25.854187,2025,no_111d,distillate,p10,2024
2024,27.408266,2025,no_111d,distillate,p10,2024
2050,25.910757,2025,no_111d,distillate,p11,2024
2049,25.846882,2025,no_111d,distillate,p11,2024
2048,25.467165,2025,no_111d,distillate,p11,2024
2047,25.607237,2025,no_111d,distillate,p11,2024
2046,25.584501,2025,no_111d,distillate,p11,2024
2045,25.184267,2025,no_111d,distillate,p11,2024
2044,24.947407,2025,no_111d,distillate,p11,2024
2043,24.410212,2025,no_111d,distillate,p11,2024
2042,24.490685,2025,no_111d,distillate,p11,2024
2041,24.338556,2025,no_111d,distillate,p11,2024
2040,24.016016,2025,no_111d,distillate,p11,2024
2039,23.883631,2025,no_111d,distillate,p11,2024
2038,23.714241,2025,no_111d,distillate,p11,2024
2037,23.574423,2025,no_111d,distillate,p11,2024
2036,23.462032,2025,no_111d,distillate,p11,2024
2035,23.488136,2025,no_111d,distillate,p11,2024
2034,23.240479,2025,no_111d,distillate,p11,2024
2033,23.138803,2025,no_111d,distillate,p11,2024
2032,22.918098,2025,no_111d,distillate,p11,2024
2031,23.113132,2025,no_111d,distillate,p11,2024
2030,23.100845,2025,no_111d,distillate,p11,2024
2029,23.413454,2025,no_111d,distillate,p11,2024
2028,23.73493,2025,no_111d,distillate,p11,2024
2027,24.078293,2025,no_111d,distillate,p11,2024
2026,24.653282,2025,no_111d,distillate,p11,2024
2025,25.854187,2025,no_111d,distillate,p11,2024
2024,27.408266,2025,no_111d,distillate,p11,2024
2050,0.0,2025,reference,coal,p27,2024
2049,0.0,2025,reference,coal,p27,2024
2048,0.0,2025,reference,coal,p27,2024
2047,0.0,2025,reference,coal,p27,2024
2046,0.0,2025,reference,coal,p27,2024
2045,0.0,2025,reference,coal,p27,2024
2044,0.0,2025,reference,coal,p27,2024
2043,0.0,2025,reference,coal,p27,2024
2042,0.0,2025,reference,coal,p27,2024
2041,0.0,2025,reference,coal,p27,2024
2040,0.0,2025,reference,coal,p27,2024
2039,0.0,2025,reference,coal,p27,2024
2038,1.420763,2025,reference,coal,p27,2024
2037,1.4451829999999999,2025,reference,coal,p27,2024
2036,1.442747,2025,reference,coal,p27,2024
2035,1.44168,2025,reference,coal,p27,2024
2034,1.416499,2025,reference,coal,p27,2024
2033,1.396899,2025,reference,coal,p27,2024
2032,1.417821,2025,reference,coal,p27,2024
2031,1.858058,2025,reference,coal,p27,2024
2030,1.83224,2025,reference,coal,p27,2024
2029,1.762343,2025,reference,coal,p27,2024
2028,1.720388,2025,reference,coal,p27,2024
2027,1.846838,2025,reference,coal,p27,2024
2026,1.8759839999999999,2025,reference,coal,p27,2024
2025,2.022023,2025,reference,coal,p27,2024
2024,2.044373,2025,reference,coal,p27,2024
2050,0.0,2025,reference,coal,p28,2024
2049,0.0,2025,reference,coal,p28,2024
2048,0.0,2025,reference,coal,p28,2024
2047,0.0,2025,reference,coal,p28,2024
2046,0.0,2025,reference,coal,p28,2024
2045,0.0,2025,reference,coal,p28,2024
2044,0.0,2025,reference,coal,p28,2024
2043,0.0,2025,reference,coal,p28,2024
2042,0.0,2025,reference,coal,p28,2024
2041,0.0,2025,reference,coal,p28,2024
2040,0.0,2025,reference,coal,p28,2024
2039,0.0,2025,reference,coal,p28,2024
2038,1.420763,2025,reference,coal,p28,2024
2037,1.4451829999999999,2025,reference,coal,p28,2024
2036,1.442747,2025,reference,coal,p28,2024
2035,1.44168,2025,reference,coal,p28,2024
2034,1.416499,2025,reference,coal,p28,2024
2033,1.396899,2025,reference,coal,p28,2024
2032,1.417821,2025,reference,coal,p28,2024
2031,1.858058,2025,reference,coal,p28,2024
2030,1.83224,2025,reference,coal,p28,2024
2029,1.762343,2025,reference,coal,p28,2024
2028,1.720388,2025,reference,coal,p28,2024
2027,1.846838,2025,reference,coal,p28,2024
2026,1.8759839999999999,2025,reference,coal,p28,2024
2025,2.022023,2025,reference,coal,p28,2024
2024,2.044373,2025,reference,coal,p28,2024
2050,0.0,2025,reference,coal,p29,2024
2049,0.0,2025,reference,coal,p29,2024
2048,0.0,2025,reference,coal,p29,2024
2047,0.0,2025,reference,coal,p29,2024
2046,0.0,2025,reference,coal,p29,2024
2045,0.0,2025,reference,coal,p29,2024
2044,0.0,2025,reference,coal,p29,2024
2043,0.0,2025,reference,coal,p29,2024
2042,0.0,2025,reference,coal,p29,2024
2041,0.0,2025,reference,coal,p29,2024
2040,0.0,2025,reference,coal,p29,2024
2039,0.0,2025,reference,coal,p29,2024
2038,1.420763,2025,reference,coal,p29,2024
2037,1.4451829999999999,2025,reference,coal,p29,2024
2036,1.442747,2025,reference,coal,p29,2024
2035,1.44168,2025,reference,coal,p29,2024
2034,1.416499,2025,reference,coal,p29,2024
2033,1.396899,2025,reference,coal,p29,2024
2032,1.417821,2025,reference,coal,p29,2024
2031,1.858058,2025,reference,coal,p29,2024
2030,1.83224,2025,reference,coal,p29,2024
2029,1.762343,2025,reference,coal,p29,2024
2028,1.720388,2025,reference,coal,p29,2024
2027,1.846838,2025,reference,coal,p29,2024
2026,1.8759839999999999,2025,reference,coal,p29,2024
2025,2.022023,2025,reference,coal,p29,2024
2024,2.044373,2025,reference,coal,p29,2024
2050,0.0,2025,reference,coal,p30,2024
2049,0.0,2025,reference,coal,p30,2024
2048,0.0,2025,reference,coal,p30,2024
2047,0.0,2025,reference,coal,p30,2024
2046,0.0,2025,reference,coal,p30,2024
2045,0.0,2025,reference,coal,p30,2024
2044,0.0,2025,reference,coal,p30,2024
2043,0.0,2025,reference,coal,p30,2024
2042,0.0,2025,reference,coal,p30,2024
2041,0.0,2025,reference,coal,p30,2024
2040,0.0,2025,reference,coal,p30,2024
2039,0.0,2025,reference,coal,p30,2024
2038,1.420763,2025,reference,coal,p30,2024
2037,1.4451829999999999,2025,reference,coal,p30,2024
2036,1.442747,2025,reference,coal,p30,2024
2035,1.44168,2025,reference,coal,p30,2024
2034,1.416499,2025,reference,coal,p30,2024
2033,1.396899,2025,reference,coal,p30,2024
2032,1.417821,2025,reference,coal,p30,2024
2031,1.858058,2025,reference,coal,p30,2024
2030,1.83224,2025,reference,coal,p30,2024
2029,1.762343,2025,reference,coal,p30,2024
2028,1.720388,2025,reference,coal,p30,2024
2027,1.846838,2025,reference,coal,p30,2024
2026,1.8759839999999999,2025,reference,coal,p30,2024
2025,2.022023,2025,reference,coal,p30,2024
2024,2.044373,2025,reference,coal,p30,2024
2050,2.6126300000000002,2025,reference,coal,p8,2024
2049,2.604806,2025,reference,coal,p8,2024
2048,2.607058,2025,reference,coal,p8,2024
2047,2.605698,2025,reference,coal,p8,2024
2046,1.766638,2025,reference,coal,p8,2024
2045,1.748241,2025,reference,coal,p8,2024
2044,1.733515,2025,reference,coal,p8,2024
2043,1.717404,2025,reference,coal,p8,2024
2042,1.679952,2025,reference,coal,p8,2024
2041,1.654906,2025,reference,coal,p8,2024
2040,1.638934,2025,reference,coal,p8,2024
2039,1.628153,2025,reference,coal,p8,2024
2038,1.630534,2025,reference,coal,p8,2024
2037,1.708283,2025,reference,coal,p8,2024
2036,1.705551,2025,reference,coal,p8,2024
2035,1.668318,2025,reference,coal,p8,2024
2034,1.661102,2025,reference,coal,p8,2024
2033,1.6546779999999999,2025,reference,coal,p8,2024
2032,1.6930479999999999,2025,reference,coal,p8,2024
2031,1.937969,2025,reference,coal,p8,2024
2030,1.871998,2025,reference,coal,p8,2024
2029,1.893015,2025,reference,coal,p8,2024
2028,1.692591,2025,reference,coal,p8,2024
2027,1.7395319999999999,2025,reference,coal,p8,2024
2026,1.815779,2025,reference,coal,p8,2024
2025,2.094299,2025,reference,coal,p8,2024
