data_year,basis_year,cap_recovery_years,cost_case,financial_case,technology,tech_detail,parameter,parameter_value,units,dollar_year
2024,2029,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.06,,2022
2024,2029,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1168846.82471625,,2022
2024,2029,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,25100.0,,2022
2024,2029,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2030,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,317383.9866,,2022
2024,2030,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,245692.1883,,2022
2024,2030,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7934.599666,,2022
2024,2030,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,6142.304707,,2022
2024,2030,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2030,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1301957.21382177,,2022
2024,2030,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,29263.7731474106,,2022
2024,2030,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1291871.60252984,,2022
2024,2030,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31800.0,,2022
2024,2030,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.04,,2022
2024,2030,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1159040.50184705,,2022
2024,2030,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,25000.0,,2022
2024,2030,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2030,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7486164.79952744,,2022
2024,2030,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2030,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2030,20,Moderate,Market,UtilityPV,Class1,capex_mw,1081096.80638736,,2022
2024,2030,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,17990.6814745527,,2022
2024,2030,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1301957.21382177,,2022
2024,2030,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,29263.7731474106,,2022
2024,2030,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1291871.60252984,,2022
2024,2030,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31800.0,,2022
2024,2030,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.04,,2022
2024,2030,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1159040.50184705,,2022
2024,2030,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,25000.0,,2022
2024,2030,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2030,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7486164.79952744,,2022
2024,2030,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2030,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2030,30,Moderate,Market,UtilityPV,Class1,capex_mw,1081096.80638736,,2022
2024,2030,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,17990.6814745527,,2022
2024,2030,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1291871.60252984,,2022
2024,2030,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31800.0,,2022
2024,2030,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.04,,2022
2024,2030,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1159040.50184705,,2022
2024,2030,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,25000.0,,2022
2024,2030,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2030,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7486164.79952744,,2022
2024,2030,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2030,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2031,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,315228.7708,,2022
2024,2031,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,241217.8785,,2022
2024,2031,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7880.71927,,2022
2024,2031,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,6030.446963,,2022
2024,2031,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2031,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1287304.962655,,2022
2024,2031,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,29063.2621091783,,2022
2024,2031,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1279836.56991764,,2022
2024,2031,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31400.0,,2022
2024,2031,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.02,,2022
2024,2031,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1149234.17897785,,2022
2024,2031,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24800.0,,2022
2024,2031,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2031,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7421067.71431415,,2022
2024,2031,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2031,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2031,20,Moderate,Market,UtilityPV,Class1,capex_mw,1023225.10067293,,2022
2024,2031,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,17393.8230259631,,2022
2024,2031,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1287304.962655,,2022
2024,2031,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,29063.2621091783,,2022
2024,2031,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1279836.56991764,,2022
2024,2031,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31400.0,,2022
2024,2031,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.02,,2022
2024,2031,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1149234.17897785,,2022
2024,2031,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24800.0,,2022
2024,2031,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2031,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7421067.71431415,,2022
2024,2031,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2031,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2031,30,Moderate,Market,UtilityPV,Class1,capex_mw,1023225.10067293,,2022
2024,2031,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,17393.8230259631,,2022
2024,2031,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1279836.56991764,,2022
2024,2031,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31400.0,,2022
2024,2031,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.02,,2022
2024,2031,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1149234.17897785,,2022
2024,2031,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24800.0,,2022
2024,2031,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2031,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7421067.71431415,,2022
2024,2031,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2031,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2032,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,313057.482,,2022
2024,2032,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,236747.7432,,2022
2024,2032,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7826.437051,,2022
2024,2032,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5918.693579,,2022
2024,2032,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2032,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1272652.71148824,,2022
2024,2032,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28862.7510709461,,2022
2024,2032,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1267912.97279259,,2022
2024,2032,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31100.0,,2022
2024,2032,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.01,,2022
2024,2032,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1139427.85610865,,2022
2024,2032,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24700.0,,2022
2024,2032,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2032,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7355970.62910087,,2022
2024,2032,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2032,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2032,20,Moderate,Market,UtilityPV,Class1,capex_mw,965353.394958499,,2022
2024,2032,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,16798.551129807,,2022
2024,2032,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1272652.71148824,,2022
2024,2032,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28862.7510709461,,2022
2024,2032,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1267912.97279259,,2022
2024,2032,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31100.0,,2022
2024,2032,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.01,,2022
2024,2032,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1139427.85610865,,2022
2024,2032,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24700.0,,2022
2024,2032,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2032,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7355970.62910087,,2022
2024,2032,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2032,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2032,30,Moderate,Market,UtilityPV,Class1,capex_mw,965353.394958499,,2022
2024,2032,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,16798.551129807,,2022
2024,2032,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1267912.97279259,,2022
2024,2032,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,31100.0,,2022
2024,2032,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,2.01,,2022
2024,2032,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1139427.85610865,,2022
2024,2032,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24700.0,,2022
2024,2032,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2032,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7355970.62910087,,2022
2024,2032,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2032,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2033,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,310869.4941,,2022
2024,2033,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,232281.9449,,2022
2024,2033,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7771.737352,,2022
2024,2033,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5807.048621,,2022
2024,2033,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2033,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1258000.46032147,,2022
2024,2033,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28662.2400327138,,2022
2024,2033,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1255877.94018039,,2022
2024,2033,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30700.0,,2022
2024,2033,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.99,,2022
2024,2033,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1129621.53323945,,2022
2024,2033,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24500.0,,2022
2024,2033,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2033,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7290873.54388759,,2022
2024,2033,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2033,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2033,20,Moderate,Market,UtilityPV,Class1,capex_mw,907481.68924407,,2022
2024,2033,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,16204.8065020968,,2022
2024,2033,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1258000.46032147,,2022
2024,2033,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28662.2400327138,,2022
2024,2033,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1255877.94018039,,2022
2024,2033,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30700.0,,2022
2024,2033,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.99,,2022
2024,2033,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1129621.53323945,,2022
2024,2033,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24500.0,,2022
2024,2033,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2033,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7290873.54388759,,2022
2024,2033,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2033,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2033,30,Moderate,Market,UtilityPV,Class1,capex_mw,907481.68924407,,2022
2024,2033,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,16204.8065020968,,2022
2024,2033,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1255877.94018039,,2022
2024,2033,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30700.0,,2022
2024,2033,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.99,,2022
2024,2033,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1129621.53323945,,2022
2024,2033,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24500.0,,2022
2024,2033,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2033,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7290873.54388759,,2022
2024,2033,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2033,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2034,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,308664.1479,,2022
2024,2034,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,227820.6548,,2022
2024,2034,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7716.603696,,2022
2024,2034,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5695.516369,,2022
2024,2034,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2034,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1243348.20915471,,2022
2024,2034,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28461.7289944816,,2022
2024,2034,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1243842.90756819,,2022
2024,2034,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30400.0,,2022
2024,2034,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.98,,2022
2024,2034,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1119815.21037026,,2022
2024,2034,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24400.0,,2022
2024,2034,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2034,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7225776.45867431,,2022
2024,2034,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2034,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2034,20,Moderate,Market,UtilityPV,Class1,capex_mw,849609.983529641,,2022
2024,2034,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,15612.5327761587,,2022
2024,2034,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1243348.20915471,,2022
2024,2034,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28461.7289944816,,2022
2024,2034,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1243842.90756819,,2022
2024,2034,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30400.0,,2022
2024,2034,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.98,,2022
2024,2034,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1119815.21037026,,2022
2024,2034,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24400.0,,2022
2024,2034,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2034,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7225776.45867431,,2022
2024,2034,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2034,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2034,30,Moderate,Market,UtilityPV,Class1,capex_mw,849609.983529641,,2022
2024,2034,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,15612.5327761587,,2022
2024,2034,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1243842.90756819,,2022
2024,2034,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30400.0,,2022
2024,2034,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.98,,2022
2024,2034,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1119815.21037026,,2022
2024,2034,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24400.0,,2022
2024,2034,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2034,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7225776.45867431,,2022
2024,2034,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2034,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2035,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,306440.749,,2022
2024,2035,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,223364.0532,,2022
2024,2035,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7661.018726,,2022
2024,2035,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5584.10133,,2022
2024,2035,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2035,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1228695.95798795,,2022
2024,2035,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28261.2179562493,,2022
2024,2035,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1231919.31044315,,2022
2024,2035,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30100.0,,2022
2024,2035,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.96,,2022
2024,2035,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1110008.88750106,,2022
2024,2035,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24200.0,,2022
2024,2035,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2035,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7160679.37346103,,2022
2024,2035,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2035,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2035,20,Moderate,Market,UtilityPV,Class1,capex_mw,791738.277815212,,2022
2024,2035,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,15021.6763253656,,2022
2024,2035,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1228695.95798795,,2022
2024,2035,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28261.2179562493,,2022
2024,2035,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1231919.31044315,,2022
2024,2035,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30100.0,,2022
2024,2035,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.96,,2022
2024,2035,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1110008.88750106,,2022
2024,2035,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24200.0,,2022
2024,2035,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2035,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7160679.37346103,,2022
2024,2035,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2035,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2035,30,Moderate,Market,UtilityPV,Class1,capex_mw,791738.277815212,,2022
2024,2035,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,15021.6763253656,,2022
2024,2035,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1231919.31044315,,2022
2024,2035,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,30100.0,,2022
2024,2035,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.96,,2022
2024,2035,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1110008.88750106,,2022
2024,2035,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24200.0,,2022
2024,2035,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2035,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,7160679.37346103,,2022
2024,2035,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2035,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2036,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,304198.5658,,2022
2024,2036,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,218912.3302,,2022
2024,2036,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7604.964145,,2022
2024,2036,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5472.808256,,2022
2024,2036,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2036,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1214043.70682119,,2022
2024,2036,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28060.7069180171,,2022
2024,2036,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1221778.6811125,,2022
2024,2036,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29800.0,,2022
2024,2036,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.95,,2022
