data_year,basis_year,cap_recovery_years,cost_case,financial_case,technology,tech_detail,parameter,parameter_value,units,dollar_year
2024,2036,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1100202.56463186,,2022
2024,2036,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24100.0,,2022
2024,2036,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2036,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6965388.11782118,,2022
2024,2036,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2036,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2036,20,Moderate,Market,UtilityPV,Class1,capex_mw,777576.625286723,,2022
2024,2036,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14869.3180938804,,2022
2024,2036,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1214043.70682119,,2022
2024,2036,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,28060.7069180171,,2022
2024,2036,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1221778.6811125,,2022
2024,2036,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29800.0,,2022
2024,2036,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.95,,2022
2024,2036,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1100202.56463186,,2022
2024,2036,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24100.0,,2022
2024,2036,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2036,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6965388.11782118,,2022
2024,2036,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2036,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2036,30,Moderate,Market,UtilityPV,Class1,capex_mw,777576.625286723,,2022
2024,2036,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14869.3180938804,,2022
2024,2036,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1221778.6811125,,2022
2024,2036,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29800.0,,2022
2024,2036,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.95,,2022
2024,2036,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1100202.56463186,,2022
2024,2036,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,24100.0,,2022
2024,2036,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2036,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6965388.11782118,,2022
2024,2036,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2036,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2037,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,301936.8263,,2022
2024,2037,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,214465.6863,,2022
2024,2037,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7548.420656,,2022
2024,2037,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5361.642159,,2022
2024,2037,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2037,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1199391.45565443,,2022
2024,2037,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27860.1958797848,,2022
2024,2037,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1211638.05178185,,2022
2024,2037,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29600.0,,2022
2024,2037,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.94,,2022
2024,2037,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1090507.67724981,,2022
2024,2037,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23900.0,,2022
2024,2037,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2037,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6770096.86218133,,2022
2024,2037,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2037,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2037,20,Moderate,Market,UtilityPV,Class1,capex_mw,763414.972758235,,2022
2024,2037,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14717.2406362794,,2022
2024,2037,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1199391.45565443,,2022
2024,2037,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27860.1958797848,,2022
2024,2037,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1211638.05178185,,2022
2024,2037,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29600.0,,2022
2024,2037,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.94,,2022
2024,2037,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1090507.67724981,,2022
2024,2037,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23900.0,,2022
2024,2037,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2037,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6770096.86218133,,2022
2024,2037,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2037,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2037,30,Moderate,Market,UtilityPV,Class1,capex_mw,763414.972758235,,2022
2024,2037,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14717.2406362794,,2022
2024,2037,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1211638.05178185,,2022
2024,2037,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29600.0,,2022
2024,2037,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.94,,2022
2024,2037,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1090507.67724981,,2022
2024,2037,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23900.0,,2022
2024,2037,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2037,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6770096.86218133,,2022
2024,2037,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2037,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2038,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,299654.7156,,2022
2024,2038,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,210024.3332,,2022
2024,2038,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7491.36789,,2022
2024,2038,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5250.608329,,2022
2024,2038,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2038,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1184739.20448767,,2022
2024,2038,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27659.6848415525,,2022
2024,2038,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1201497.4224512,,2022
2024,2038,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29400.0,,2022
2024,2038,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.93,,2022
2024,2038,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1080701.35438061,,2022
2024,2038,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23800.0,,2022
2024,2038,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2038,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6574805.60654149,,2022
2024,2038,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2038,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2038,20,Moderate,Market,UtilityPV,Class1,capex_mw,749253.320229746,,2022
2024,2038,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14565.439349712,,2022
2024,2038,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1184739.20448767,,2022
2024,2038,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27659.6848415525,,2022
2024,2038,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1201497.4224512,,2022
2024,2038,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29400.0,,2022
2024,2038,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.93,,2022
2024,2038,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1080701.35438061,,2022
2024,2038,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23800.0,,2022
2024,2038,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2038,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6574805.60654149,,2022
2024,2038,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2038,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2038,30,Moderate,Market,UtilityPV,Class1,capex_mw,749253.320229746,,2022
2024,2038,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14565.439349712,,2022
2024,2038,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1201497.4224512,,2022
2024,2038,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29400.0,,2022
2024,2038,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.93,,2022
2024,2038,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1080701.35438061,,2022
2024,2038,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23800.0,,2022
2024,2038,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2038,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6574805.60654149,,2022
2024,2038,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2038,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2039,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,297351.3731,,2022
2024,2039,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,205588.4942,,2022
2024,2039,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7433.784327,,2022
2024,2039,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5139.712355,,2022
2024,2039,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2039,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1170086.95332091,,2022
2024,2039,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27459.1738033203,,2022
2024,2039,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1191245.3576334,,2022
2024,2039,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29200.0,,2022
2024,2039,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.91,,2022
2024,2039,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1070895.03151141,,2022
2024,2039,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23700.0,,2022
2024,2039,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2039,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6379514.35090164,,2022
2024,2039,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2039,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2039,20,Moderate,Market,UtilityPV,Class1,capex_mw,735091.667701258,,2022
2024,2039,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14413.9097313896,,2022
2024,2039,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1170086.95332091,,2022
2024,2039,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27459.1738033203,,2022
2024,2039,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1191245.3576334,,2022
2024,2039,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29200.0,,2022
2024,2039,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.91,,2022
2024,2039,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1070895.03151141,,2022
2024,2039,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23700.0,,2022
2024,2039,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2039,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6379514.35090164,,2022
2024,2039,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2039,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2039,30,Moderate,Market,UtilityPV,Class1,capex_mw,735091.667701258,,2022
2024,2039,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14413.9097313896,,2022
2024,2039,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1191245.3576334,,2022
2024,2039,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29200.0,,2022
2024,2039,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.91,,2022
2024,2039,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1070895.03151141,,2022
2024,2039,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23700.0,,2022
2024,2039,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2039,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6379514.35090164,,2022
2024,2039,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2039,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2040,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,295025.8889,,2022
2024,2040,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,201158.4058,,2022
2024,2040,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7375.647223,,2022
2024,2040,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,5028.960145,,2022
2024,2040,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2040,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1155434.70215413,,2022
2024,2040,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27258.662765088,,2022
2024,2040,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1181104.72830275,,2022
2024,2040,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29000.0,,2022
2024,2040,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.9,,2022
2024,2040,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1061088.70864221,,2022
2024,2040,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23500.0,,2022
2024,2040,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2040,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6184223.0952618,,2022
2024,2040,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2040,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2040,20,Moderate,Market,UtilityPV,Class1,capex_mw,720930.015172769,,2022
2024,2040,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14262.6473758812,,2022
2024,2040,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1155434.70215413,,2022
2024,2040,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27258.662765088,,2022
2024,2040,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1181104.72830275,,2022
2024,2040,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29000.0,,2022
2024,2040,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.9,,2022
2024,2040,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1061088.70864221,,2022
2024,2040,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23500.0,,2022
2024,2040,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2040,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6184223.0952618,,2022
2024,2040,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2040,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2040,30,Moderate,Market,UtilityPV,Class1,capex_mw,720930.015172769,,2022
2024,2040,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14262.6473758812,,2022
2024,2040,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1181104.72830275,,2022
2024,2040,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,29000.0,,2022
2024,2040,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.9,,2022
2024,2040,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1061088.70864221,,2022
2024,2040,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23500.0,,2022
2024,2040,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2040,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6184223.0952618,,2022
2024,2040,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2040,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2041,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,292677.3004,,2022
2024,2041,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,196734.3179,,2022
2024,2041,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7316.93251,,2022
2024,2041,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,4918.357949,,2022
2024,2041,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2041,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1140782.45098737,,2022
2024,2041,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27058.1517268558,,2022
2024,2041,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1170964.0989721,,2022
2024,2041,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,28700.0,,2022
2024,2041,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.89,,2022
2024,2041,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1051282.38577301,,2022
2024,2041,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23400.0,,2022
2024,2041,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2041,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6054028.92483523,,2022
2024,2041,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2041,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2041,20,Moderate,Market,UtilityPV,Class1,capex_mw,706768.362644281,,2022
2024,2041,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14111.6479724963,,2022
2024,2041,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1140782.45098737,,2022
2024,2041,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,27058.1517268558,,2022
2024,2041,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1170964.0989721,,2022
2024,2041,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,28700.0,,2022
2024,2041,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.89,,2022
2024,2041,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1051282.38577301,,2022
2024,2041,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23400.0,,2022
2024,2041,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2041,30,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6054028.92483523,,2022
2024,2041,30,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2041,30,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2041,30,Moderate,Market,UtilityPV,Class1,capex_mw,706768.362644281,,2022
2024,2041,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,14111.6479724963,,2022
2024,2041,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1170964.0989721,,2022
2024,2041,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,28700.0,,2022
2024,2041,55,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.89,,2022
2024,2041,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1051282.38577301,,2022
2024,2041,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23400.0,,2022
2024,2041,55,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2041,60,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,6054028.92483523,,2022
2024,2041,60,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2041,60,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2042,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mw,290304.5883,,2022
2024,2042,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,capex_mwh,192316.4954,,2022
2024,2042,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mw,7257.614708,,2022
2024,2042,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,fixed_o_m_mwh,4807.912384,,2022
2024,2042,15,Moderate,Market,Utility-Scale Battery Storage,Lithium Ion,variable_o_m_mwh,0.0,,2022
2024,2042,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1126130.19982061,,2022
2024,2042,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,26857.6406886235,,2022
2024,2042,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1160823.46964145,,2022
2024,2042,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,28500.0,,2022
2024,2042,20,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.88,,2022
2024,2042,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1041476.06290381,,2022
2024,2042,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23200.0,,2022
2024,2042,20,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),variable_o_m_mwh,6.94,,2022
2024,2042,20,Moderate,Market,Nuclear,Nuclear - Large,capex_mw,5923834.75440867,,2022
2024,2042,20,Moderate,Market,Nuclear,Nuclear - Large,fixed_o_m_mw,175000.0,,2022
2024,2042,20,Moderate,Market,Nuclear,Nuclear - Large,variable_o_m_mwh,2.8,,2022
2024,2042,20,Moderate,Market,UtilityPV,Class1,capex_mw,692606.710115792,,2022
2024,2042,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,13960.9073027515,,2022
2024,2042,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1126130.19982061,,2022
2024,2042,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,26857.6406886235,,2022
2024,2042,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),capex_mw,1160823.46964145,,2022
2024,2042,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),fixed_o_m_mw,28500.0,,2022
2024,2042,30,Moderate,Market,NaturalGas,2-on-1 Combined Cycle (F-Frame),variable_o_m_mwh,1.88,,2022
2024,2042,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),capex_mw,1041476.06290381,,2022
2024,2042,30,Moderate,Market,NaturalGas,Combustion Turbine (F-Frame),fixed_o_m_mw,23200.0,,2022
