region,time_index,value,weather_year
p10,120,0.02838983,2012
p10,121,0.0,2012
p10,122,0.0,2012
p10,123,0.0,2012
p10,124,0.0,2012
p10,125,0.0,2012
p10,126,0.0,2012
p10,127,0.0,2012
p10,128,0.0,2012
p10,129,0.0,2012
p10,130,0.0,2012
p10,131,0.0,2012
p10,132,0.0,2012
p10,133,0.0,2012
p10,134,0.022033898,2012
p10,135,0.19013317,2012
p10,136,0.41809928,2012
p10,137,0.50381356,2012
p10,138,0.589891,2012
p10,139,0.6675545,2012
p10,140,0.6949758,2012
p10,141,0.6133172,2012
p10,142,0.37711865,2012
p10,143,0.1779661,2012
p10,144,0.026089588,2012
p10,145,0.0,2012
p10,146,0.0,2012
p10,147,0.0,2012
p10,148,0.0,2012
p10,149,0.0,2012
p10,150,0.0,2012
p10,151,0.0,2012
p10,152,0.0,2012
p10,153,0.0,2012
p10,154,0.0,2012
p10,155,0.0,2012
p10,156,0.0,2012
p10,157,0.0,2012
p10,158,0.004903148,2012
p10,159,0.1155569,2012
p10,160,0.22027846,2012
p10,161,0.35968524,2012
p10,162,0.44400728,2012
p10,163,0.4981235,2012
p10,164,0.5031477,2012
p10,165,0.47748184,2012
p10,166,0.30072638,2012
p10,167,0.16392252,2012
p10,168,0.026694914,2012
p10,169,0.0,2012
p10,170,0.0,2012
p10,171,0.0,2012
p10,172,0.0,2012
p10,173,0.0,2012
p10,174,0.0,2012
p10,175,0.0,2012
p10,176,0.0,2012
p10,177,0.0,2012
p10,178,0.0,2012
p10,179,0.0,2012
p10,180,0.0,2012
p10,181,0.0,2012
p10,182,0.01598063,2012
p10,183,0.1029661,2012
p10,184,0.26216707,2012
p10,185,0.3365012,2012
p10,186,0.3911017,2012
p10,187,0.40780872,2012
p10,188,0.3624092,2012
p10,189,0.27693704,2012
p10,190,0.25006053,2012
p10,191,0.13535109,2012
p10,192,0.013196126,2012
p10,193,0.0,2012
p10,194,0.0,2012
p10,195,0.0,2012
p10,196,0.0,2012
p10,197,0.0,2012
p10,198,0.0,2012
p10,199,0.0,2012
p10,200,0.0,2012
p10,201,0.0,2012
p10,202,0.0,2012
p10,203,0.0,2012
p10,204,0.0,2012
p10,205,0.0,2012
p10,206,0.0005447942,2012
p10,207,0.002118644,2012
p10,208,0.115133174,2012
p10,209,0.19382566,2012
p10,210,0.24691284,2012
p10,211,0.27142859,2012
p10,212,0.31930992,2012
p10,213,0.2661017,2012
p10,214,0.16386199,2012
p10,215,0.09509685,2012
p10,216,0.007627119,2012
p10,217,0.0,2012
p10,218,0.0,2012
p10,219,0.0,2012
p10,220,0.0,2012
p10,221,0.0,2012
p10,222,0.0,2012
p10,223,0.0,2012
p10,224,0.0,2012
p10,225,0.0,2012
p10,226,0.0,2012
p10,227,0.0,2012
p10,228,0.0,2012
p10,229,0.0,2012
p10,230,0.011561743,2012
p10,231,0.092675544,2012
p10,232,0.24533898,2012
p10,233,0.3146489,2012
p10,234,0.36343825,2012
p10,235,0.41785714,2012
p10,236,0.38589588,2012
p10,237,0.35429782,2012
p10,238,0.24987893,2012
p10,239,0.12875302,2012
p10,240,0.025605327,2012
p11,1,0.0,2012
p11,2,0.0,2012
p11,3,0.0,2012
p11,4,0.0,2012
p11,5,0.0,2012
p11,6,0.0,2012
p11,7,0.0,2012
p11,8,0.0,2012
p11,9,0.0,2012
p11,10,0.0,2012
p11,11,0.0,2012
p11,12,0.0,2012
p11,13,0.0,2012
p11,14,0.15738499,2012
p11,15,0.43825665,2012
p11,16,0.6265133,2012
p11,17,0.75484264,2012
p11,18,0.81961256,2012
p11,19,0.81961256,2012
p11,20,0.5762712,2012
p11,21,0.47457626,2012
p11,22,0.18583535,2012
p11,23,0.04418886,2012
p11,24,0.0,2012
p11,25,0.0,2012
p11,26,0.0,2012
p11,27,0.0,2012
p11,28,0.0,2012
p11,29,0.0,2012
p11,30,0.0,2012
p11,31,0.0,2012
p11,32,0.0,2012
p11,33,0.0,2012
p11,34,0.0,2012
p11,35,0.0,2012
p11,36,0.0,2012
p11,37,0.0,2012
p11,38,0.03450363,2012
p11,39,0.1846247,2012
p11,40,0.64104116,2012
p11,41,0.785109,2012
p11,42,0.8674334,2012
p11,43,0.875908,2012
p11,44,0.6682809,2012
p11,45,0.5024213,2012
p11,46,0.25968522,2012
p11,47,0.117433414,2012
p11,48,0.0,2012
p11,49,0.0,2012
p11,50,0.0,2012
p11,51,0.0,2012
p11,52,0.0,2012
p11,53,0.0,2012
p11,54,0.0,2012
p11,55,0.0,2012
p11,56,0.0,2012
p11,57,0.0,2012
p11,58,0.0,2012
p11,59,0.0,2012
p11,60,0.0,2012
p11,61,0.0,2012
p11,62,0.1822034,2012
p11,63,0.5066586,2012
p11,64,0.7403148,2012
p11,65,0.89285713,2012
p11,66,0.964891,2012
p11,67,0.9521792,2012
p11,68,0.8710654,2012
p11,69,0.7179177,2012
p11,70,0.48305085,2012
p11,71,0.1713075,2012
p11,72,0.0,2012
p11,73,0.0,2012
p11,74,0.0,2012
p11,75,0.0,2012
p11,76,0.0,2012
p11,77,0.0,2012
p11,78,0.0,2012
p11,79,0.0,2012
p11,80,0.0,2012
p11,81,0.0,2012
p11,82,0.0,2012
p11,83,0.0,2012
p11,84,0.0,2012
p11,85,0.0,2012
p11,86,0.1664649,2012
p11,87,0.47215497,2012
p11,88,0.687046,2012
p11,89,0.81840193,2012
p11,90,0.87953997,2012
p11,91,0.875908,2012
p11,92,0.8087167,2012
p11,93,0.67493945,2012
p11,94,0.46065375,2012
p11,95,0.1688862,2012
p11,96,0.0,2012
p11,97,0.0,2012
p11,98,0.0,2012
p11,99,0.0,2012
p11,100,0.0,2012
p11,101,0.0,2012
p11,102,0.0,2012
p11,103,0.0,2012
p11,104,0.0,2012
p11,105,0.0,2012
p11,106,0.0,2012
p11,107,0.0,2012
p11,108,0.0,2012
p11,109,0.0,2012
p11,110,0.155569,2012
p11,111,0.44309926,2012
p11,112,0.66525424,2012
p11,113,0.7990315,2012
p11,114,0.8625908,2012
p11,115,0.8601695,2012
p11,116,0.78753024,2012
p11,117,0.65193707,2012
p11,118,0.43583536,2012
p11,119,0.15617433,2012
p11,120,0.0,2012
p11,121,0.0,2012
p11,122,0.0,2012
p11,123,0.0,2012
p11,124,0.0,2012
p11,125,0.0,2012
p11,126,0.0,2012
p11,127,0.0,2012
p11,128,0.0,2012
p11,129,0.0,2012
p11,130,0.0,2012
p11,131,0.0,2012
p11,132,0.0,2012
p11,133,0.0,2012
p11,134,0.14225182,2012
p11,135,0.4255448,2012
p11,136,0.63014525,2012
p11,137,0.75121063,2012
p11,138,0.8135593,2012
p11,139,0.81961256,2012
p11,140,0.7554479,2012
p11,141,0.6289346,2012
p11,142,0.4255448,2012
p11,143,0.15435836,2012
p11,144,0.0,2012
p11,145,0.0,2012
p11,146,0.0,2012
p11,147,0.0,2012
p11,148,0.0,2012
p11,149,0.0,2012
p11,150,0.0,2012
p11,151,0.0,2012
p11,152,0.0,2012
p11,153,0.0,2012
p11,154,0.0,2012
p11,155,0.0,2012
p11,156,0.0,2012
p11,157,0.0,2012
p11,158,0.124697335,2012
p11,159,0.38680387,2012
p11,160,0.594431,2012
p11,161,0.7288136,2012
p11,162,0.7929782,2012
p11,163,0.52360773,2012
p11,164,0.71428573,2012
p11,165,0.5811138,2012
p11,166,0.37530267,2012
p11,167,0.12227603,2012
p11,168,0.0,2012
p11,169,0.0,2012
p11,170,0.0,2012
p11,171,0.0,2012
p11,172,0.0,2012
p11,173,0.0,2012
p11,174,0.0,2012
p11,175,0.0,2012
p11,176,0.0,2012
p11,177,0.0,2012
p11,178,0.0,2012
p11,179,0.0,2012
p11,180,0.0,2012
p11,181,0.0,2012
p11,182,0.13559322,2012
p11,183,0.40859565,2012
p11,184,0.6041162,2012
p11,185,0.73062956,2012
p11,186,0.79176754,2012
p11,187,0.80266345,2012
p11,188,0.74636805,2012
p11,189,0.624092,2012
p11,190,0.42312348,2012
p11,191,0.155569,2012
p11,192,0.0,2012
p11,193,0.0,2012
p11,194,0.0,2012
p11,195,0.0,2012
p11,196,0.0,2012
p11,197,0.0,2012
p11,198,0.0,2012
p11,199,0.0,2012
p11,200,0.0,2012
p11,201,0.0,2012
p11,202,0.0,2012
p11,203,0.0,2012
p11,204,0.0,2012
p11,205,0.0,2012
p11,206,0.13680388,2012
p11,207,0.41101694,2012
p11,208,0.61561745,2012
p11,209,0.60714287,2012
p11,210,0.5871671,2012
p11,211,0.23849879,2012
p11,212,0.7391041,2012
p11,213,0.49636805,2012
p11,214,0.12651332,2012
p11,215,0.062348668,2012
p11,216,0.0,2012
p11,217,0.0,2012
p11,218,0.0,2012
p11,219,0.0,2012
p11,220,0.0,2012
p11,221,0.0,2012
p11,222,0.0,2012
p11,223,0.0,2012
p11,224,0.0,2012
p11,225,0.0,2012
p11,226,0.0,2012
p11,227,0.0,2012
p11,228,0.0,2012
p11,229,0.0,2012
p11,230,0.12711865,2012
p11,231,0.3940678,2012
p11,232,0.60169494,2012
p11,233,0.7372881,2012
p11,234,0.59806293,2012
p11,235,0.80992734,2012
p11,236,0.5653753,2012
p11,237,0.51634383,2012
p11,238,0.29358354,2012
p11,239,0.04479419,2012
p11,240,0.0,2012
p27,1,0.012106538,2012
p27,2,0.0,2012
p27,3,0.0,2012
p27,4,0.0,2012
p27,5,0.0,2012
p27,6,0.0,2012
p27,7,0.0,2012
p27,8,0.0,2012
p27,9,0.0,2012
p27,10,0.0,2012
p27,11,0.0,2012
p27,12,0.0,2012
p27,13,0.0,2012
p27,14,0.0,2012
p27,15,0.0,2012
p27,16,0.0,2012
p27,17,0.0024213076,2012
p27,18,0.124697335,2012
p27,19,0.13801453,2012
p27,20,0.4279661,2012
p27,21,0.403753,2012
p27,22,0.41828087,2012
p27,23,0.29842615,2012
p27,24,0.23970944,2012
p27,25,0.06719128,2012
p27,26,0.0,2012
p27,27,0.0,2012
p27,28,0.0,2012
p27,29,0.0,2012
p27,30,0.0,2012
p27,31,0.0,2012
p27,32,0.0,2012
p27,33,0.0,2012
p27,34,0.0,2012
p27,35,0.0,2012
p27,36,0.0,2012
p27,37,0.0,2012
p27,38,0.0,2012
p27,39,0.0,2012
p27,40,0.0,2012
p27,41,0.032082323,2012
p27,42,0.021791767,2012
p27,43,0.11501211,2012
p27,44,0.062348668,2012
p27,45,0.38680387,2012
p27,46,0.21489105,2012
p27,47,0.1216707,2012
p27,48,0.010895884,2012
p27,49,0.18644068,2012
p27,50,0.0,2012
p27,51,0.0,2012
p27,52,0.0,2012
p27,53,0.0,2012
p27,54,0.0,2012
p27,55,0.0,2012
p27,56,0.0,2012
p27,57,0.0,2012
p27,58,0.0,2012
p27,59,0.0,2012
p27,60,0.0,2012
p27,61,0.0,2012
p27,62,0.0,2012
p27,63,0.0,2012
p27,64,0.0,2012
p27,65,0.035714287,2012
p27,66,0.06961259,2012
p27,67,0.47699758,2012
p27,68,0.5871671,2012
p27,69,0.62953997,2012
p27,70,0.6150121,2012
p27,71,0.54116225,2012
p27,72,0.19794188,2012
p27,73,0.04297821,2012
p27,74,0.0,2012
p27,75,0.0,2012
p27,76,0.0,2012
p27,77,0.0,2012
p27,78,0.0,2012
p27,79,0.0,2012
p27,80,0.0,2012
p27,81,0.0,2012
p27,82,0.0,2012
p27,83,0.0,2012
p27,84,0.0,2012
p27,85,0.0,2012
p27,86,0.0,2012
p27,87,0.0,2012
p27,88,0.0,2012
p27,89,0.0024213076,2012
p27,90,0.071428575,2012
p27,91,0.25665858,2012
p27,92,0.6023002,2012
p27,93,0.41828087,2012
p27,94,0.40980628,2012
p27,95,0.3559322,2012
p27,96,0.18946731,2012
p27,97,0.018159807,2012
p27,98,0.0,2012
p27,99,0.0,2012
p27,100,0.0,2012
p27,101,0.0,2012
p27,102,0.0,2012
p27,103,0.0,2012
p27,104,0.0,2012
p27,105,0.0,2012
p27,106,0.0,2012
p27,107,0.0,2012
p27,108,0.0,2012
p27,109,0.0,2012
p27,110,0.0,2012
p27,111,0.0,2012
p27,112,0.0,2012
p27,113,0.031476997,2012
p27,114,0.2838983,2012
p27,115,0.49334142,2012
p27,116,0.61319613,2012
p27,117,0.5799031,2012
p27,118,0.049031477,2012
p27,119,0.5726392,2012
p27,120,0.42433414,2012
p27,121,0.19188862,2012
p27,122,0.0,2012
p27,123,0.0,2012
p27,124,0.0,2012
p27,125,0.0,2012
p27,126,0.0,2012
p27,127,0.0,2012
p27,128,0.0,2012
p27,129,0.0,2012
p27,130,0.0,2012
p27,131,0.0,2012
p27,132,0.0,2012
p27,133,0.0,2012
p27,134,0.0,2012
p27,135,0.0,2012
p27,136,0.0,2012
p27,137,0.0012106538,2012
p27,138,0.020581113,2012
p27,139,0.04782082,2012
p27,140,0.6107748,2012
p27,141,0.14346246,2012
p27,142,0.2633172,2012
p27,143,0.13075061,2012
p27,144,0.10895884,2012
p27,145,0.065375306,2012
p27,146,0.0,2012
p27,147,0.0,2012
p27,148,0.0,2012
p27,149,0.0,2012
p27,150,0.0,2012
p27,151,0.0,2012
p27,152,0.0,2012
p27,153,0.0,2012
p27,154,0.0,2012
p27,155,0.0,2012
p27,156,0.0,2012
p27,157,0.0,2012
p27,158,0.0,2012
p27,159,0.0,2012
p27,160,0.0,2012
p27,161,0.0012106538,2012
p27,162,0.033898305,2012
p27,163,0.06961259,2012
p27,164,0.34019372,2012
p27,165,0.2433414,2012
p27,166,0.36077482,2012
p27,167,0.3220339,2012
p27,168,0.15193705,2012
p27,169,0.0562954,2012
p27,170,0.0,2012
p27,171,0.0,2012
p27,172,0.0,2012
p27,173,0.0,2012
p27,174,0.0,2012
p27,175,0.0,2012
p27,176,0.0,2012
p27,177,0.0,2012
p27,178,0.0,2012
p27,179,0.0,2012
p27,180,0.0,2012
p27,181,0.0,2012
p27,182,0.0,2012
p27,183,0.0,2012
p27,184,0.0,2012
p27,185,0.042372882,2012
p27,186,0.022397095,2012
p27,187,0.055084746,2012
p27,188,0.13559322,2012
p27,189,0.13075061,2012
p27,190,0.21186441,2012
p27,191,0.5895884,2012
p27,192,0.44552058,2012
p27,193,0.22397095,2012
p27,194,0.0,2012
p27,195,0.0,2012
p27,196,0.0,2012
p27,197,0.0,2012
p27,198,0.0,2012
p27,199,0.0,2012
p27,200,0.0,2012
p27,201,0.0,2012
p27,202,0.0,2012
p27,203,0.0,2012
p27,204,0.0,2012
p27,205,0.0,2012
p27,206,0.0,2012
p27,207,0.0,2012
p27,208,0.0,2012
p27,209,0.0024213076,2012
p27,210,0.0072639226,2012
p27,211,0.055084746,2012
p27,212,0.17978208,2012
p27,213,0.20096852,2012
p27,214,0.28692493,2012
p27,215,0.26634383,2012
p27,216,0.17978208,2012
p27,217,0.058716707,2012
p27,218,0.0,2012
p27,219,0.0,2012
p27,220,0.0,2012
p27,221,0.0,2012
p27,222,0.0,2012
p27,223,0.0,2012
p27,224,0.0,2012
p27,225,0.0,2012
p27,226,0.0,2012
p27,227,0.0,2012
p27,228,0.0,2012
p27,229,0.0,2012
p27,230,0.0,2012
p27,231,0.0,2012
p27,232,0.0,2012
p27,233,0.0012106538,2012
p27,234,0.2996368,2012
p27,235,0.16404359,2012
p27,236,0.627724,2012
p27,237,0.41585955,2012
p27,238,0.6755448,2012
p27,239,0.6053269,2012
p27,240,0.46125907,2012
p28,1,0.004017169,2012
p28,2,0.0,2012
p28,3,0.0,2012
p28,4,0.0,2012
p28,5,0.0,2012
p28,6,0.0,2012
p28,7,0.0,2012
p28,8,0.0,2012
p28,9,0.0,2012
p28,10,0.0,2012
p28,11,0.0,2012
p28,12,0.0,2012
p28,13,0.0,2012
p28,14,0.029495928,2012
p28,15,0.14131631,2012
p28,16,0.26529825,2012
p28,17,0.41475898,2012
p28,18,0.4405679,2012
p28,19,0.54088706,2012
p28,20,0.49735856,2012
p28,21,0.39527845,2012
p28,22,0.30161786,2012
p28,23,0.1901827,2012
p28,24,0.035439137,2012
p28,25,0.0037970503,2012
p28,26,0.0,2012
p28,27,0.0,2012
p28,28,0.0,2012
p28,29,0.0,2012
p28,30,0.0,2012
p28,31,0.0,2012
p28,32,0.0,2012
p28,33,0.0,2012
p28,34,0.0,2012
p28,35,0.0,2012
p28,36,0.0,2012
p28,37,0.0,2012
p28,38,0.029661017,2012
p28,39,0.13542813,2012
p28,40,0.34811798,2012
p28,41,0.43787146,2012
p28,42,0.5884327,2012
p28,43,0.6042263,2012
p28,44,0.6151772,2012
p28,45,0.5520581,2012
p28,46,0.41024652,2012
p28,47,0.23514198,2012
p28,48,0.052828528,2012
p28,49,0.0043473477,2012
p28,50,0.0,2012
p28,51,0.0,2012
p28,52,0.0,2012
p28,53,0.0,2012
p28,54,0.0,2012
p28,55,0.0,2012
p28,56,0.0,2012
p28,57,0.0,2012
p28,58,0.0,2012
p28,59,0.0,2012
p28,60,0.0,2012
p28,61,0.0,2012
p28,62,0.019095311,2012
p28,63,0.11638785,2012
p28,64,0.346302,2012
p28,65,0.44210875,2012
p28,66,0.5808387,2012
p28,67,0.6199648,2012
p28,68,0.58969843,2012
p28,69,0.5383007,2012
p28,70,0.38933524,2012
p28,71,0.1931543,2012
p28,72,0.03681488,2012
p28,73,0.0003301783,2012
p28,74,0.0,2012
p28,75,0.0,2012
p28,76,0.0,2012
p28,77,0.0,2012
p28,78,0.0,2012
p28,79,0.0,2012
p28,80,0.0,2012
p28,81,0.0,2012
p28,82,0.0,2012
p28,83,0.0,2012
p28,84,0.0,2012
p28,85,0.0,2012
p28,86,0.019755669,2012
p28,87,0.117378384,2012
p28,88,0.28642967,2012
p28,89,0.39390272,2012
p28,90,0.5488664,2012
p28,91,0.5985032,2012
p28,92,0.5402818,2012
p28,93,0.48959938,2012
p28,94,0.35972926,2012
p28,95,0.20349988,2012
p28,96,0.018379925,2012
p28,97,0.00044023772,2012
p28,98,0.0,2012
p28,99,0.0,2012
p28,100,0.0,2012
p28,101,0.0,2012
p28,102,0.0,2012
p28,103,0.0,2012
p28,104,0.0,2012
p28,105,0.0,2012
p28,106,0.0,2012
p28,107,0.0,2012
p28,108,0.0,2012
p28,109,0.0,2012
p28,110,0.021076381,2012
p28,111,0.117653534,2012
p28,112,0.23310588,2012
p28,113,0.3642417,2012
p28,114,0.46973366,2012
p28,115,0.5433084,2012
p28,116,0.5254788,2012
p28,117,0.55657053,2012
p28,118,0.40100154,2012
p28,119,0.22182478,2012
p28,120,0.04639005,2012
p28,121,0.0048976447,2012
p28,122,0.0,2012
p28,123,0.0,2012
p28,124,0.0,2012
p28,125,0.0,2012
p28,126,0.0,2012
p28,127,0.0,2012
p28,128,0.0,2012
p28,129,0.0,2012
p28,130,0.0,2012
p28,131,0.0,2012
p28,132,0.0,2012
p28,133,0.0,2012
p28,134,0.02729474,2012
p28,135,0.10719789,2012
p28,136,0.25440237,2012
p28,137,0.4366608,2012
p28,138,0.54006165,2012
p28,139,0.48899406,2012
p28,140,0.55546993,2012
p28,141,0.44827208,2012
p28,142,0.35197008,2012
p28,143,0.16261281,2012
p28,144,0.052003082,2012
p28,145,0.0053378823,2012
p28,146,0.0,2012
p28,147,0.0,2012
p28,148,0.0,2012
p28,149,0.0,2012
p28,150,0.0,2012
p28,151,0.0,2012
p28,152,0.0,2012
p28,153,0.0,2012
p28,154,0.0,2012
p28,155,0.0,2012
p28,156,0.0,2012
p28,157,0.0,2012
p28,158,0.008914814,2012
p28,159,0.08612151,2012
p28,160,0.27580893,2012
p28,161,0.47837332,2012
p28,162,0.5205261,2012
p28,163,0.5551398,2012
p28,164,0.58039844,2012
p28,165,0.4849769,2012
p28,166,0.35301563,2012
p28,167,0.19475016,2012
p28,168,0.03450363,2012
p28,169,0.0050077043,2012
p28,170,0.0,2012
p28,171,0.0,2012
p28,172,0.0,2012
p28,173,0.0,2012
p28,174,0.0,2012
p28,175,0.0,2012
p28,176,0.0,2012
p28,177,0.0,2012
p28,178,0.0,2012
p28,179,0.0,2012
p28,180,0.0,2012
p28,181,0.0,2012
p28,182,0.02338763,2012
p28,183,0.0664759,2012
p28,184,0.18385428,2012
p28,185,0.25935504,2012
p28,186,0.40523884,2012
p28,187,0.50280654,2012
p28,188,0.49972486,2012
p28,189,0.48255557,2012
p28,190,0.38713405,2012
p28,191,0.19287916,2012
p28,192,0.04270306,2012
p28,193,0.0061082984,2012
p28,194,0.0,2012
p28,195,0.0,2012
p28,196,0.0,2012
p28,197,0.0,2012
p28,198,0.0,2012
p28,199,0.0,2012
p28,200,0.0,2012
p28,201,0.0,2012
p28,202,0.0,2012
p28,203,0.0,2012
p28,204,0.0,2012
p28,205,0.0,2012
p28,206,0.016123706,2012
p28,207,0.08122386,2012
p28,208,0.19067797,2012
p28,209,0.34602687,2012
p28,210,0.40127668,2012
p28,211,0.4920207,2012
p28,212,0.572199,2012
p28,213,0.4739159,2012
p28,214,0.33639666,2012
p28,215,0.21401057,2012
p28,216,0.055690072,2012
p28,217,0.006603566,2012
p28,218,0.0,2012
p28,219,0.0,2012
p28,220,0.0,2012
p28,221,0.0,2012
p28,222,0.0,2012
p28,223,0.0,2012
p28,224,0.0,2012
p28,225,0.0,2012
p28,226,0.0,2012
p28,227,0.0,2012
p28,228,0.0,2012
p28,229,0.0,2012
p28,230,0.018269865,2012
p28,231,0.104776576,2012
p28,232,0.2584746,2012
p28,233,0.38284174,2012
p28,234,0.50803435,2012
p28,235,0.54429895,2012
p28,236,0.5316971,2012
p28,237,0.4644508,2012
p28,238,0.3707902,2012
p28,239,0.20669161,2012
p28,240,0.064384766,2012
p29,1,0.0,2012
p29,2,0.0,2012
p29,3,0.0,2012
p29,4,0.0,2012
p29,5,0.0,2012
p29,6,0.0,2012
p29,7,0.0,2012
p29,8,0.0,2012
p29,9,0.0,2012
p29,10,0.0,2012
p29,11,0.0,2012
p29,12,0.0,2012
p29,13,0.0,2012
p29,14,0.0,2012
p29,15,0.012106538,2012
p29,16,0.13256659,2012
p29,17,0.0066585955,2012
p29,18,0.07324455,2012
p29,19,0.049031477,2012
p29,20,0.12106538,2012
p29,21,0.105326876,2012
p29,22,0.06053269,2012
p29,23,0.0,2012
p29,24,0.0,2012
p29,25,0.0,2012
p29,26,0.0,2012
p29,27,0.0,2012
p29,28,0.0,2012
p29,29,0.0,2012
p29,30,0.0,2012
p29,31,0.0,2012
p29,32,0.0,2012
p29,33,0.0,2012
p29,34,0.0,2012
p29,35,0.0,2012
p29,36,0.0,2012
p29,37,0.0,2012
p29,38,0.0,2012
p29,39,0.023002421,2012
p29,40,0.124697335,2012
p29,41,0.19430992,2012
p29,42,0.37893462,2012
p29,43,0.155569,2012
p29,44,0.20702179,2012
p29,45,0.06840194,2012
p29,46,0.05024213,2012
p29,47,0.0,2012
p29,48,0.0,2012
p29,49,0.0,2012
p29,50,0.0,2012
p29,51,0.0,2012
p29,52,0.0,2012
p29,53,0.0,2012
p29,54,0.0,2012
p29,55,0.0,2012
p29,56,0.0,2012
p29,57,0.0,2012
p29,58,0.0,2012
p29,59,0.0,2012
p29,60,0.0,2012
p29,61,0.0,2012
p29,62,0.0,2012
p29,63,0.03692494,2012
p29,64,0.438862,2012
p29,65,0.625908,2012
p29,66,0.7046005,2012
p29,67,0.7094431,2012
p29,68,0.64951575,2012
p29,69,0.3087167,2012
p29,70,0.105932206,2012
p29,71,0.0,2012
p29,72,0.0,2012
p29,73,0.0,2012
p29,74,0.0,2012
p29,75,0.0,2012
p29,76,0.0,2012
p29,77,0.0,2012
p29,78,0.0,2012
p29,79,0.0,2012
p29,80,0.0,2012
p29,81,0.0,2012
p29,82,0.0,2012
p29,83,0.0,2012
p29,84,0.0,2012
p29,85,0.0,2012
p29,86,0.0,2012
p29,87,0.052663438,2012
p29,88,0.15677966,2012
p29,89,0.59200966,2012
p29,90,0.68886197,2012
p29,91,0.69491524,2012
p29,92,0.6361985,2012
p29,93,0.06598063,2012
p29,94,0.05992736,2012
p29,95,0.0,2012
p29,96,0.0,2012
p29,97,0.0,2012
p29,98,0.0,2012
p29,99,0.0,2012
p29,100,0.0,2012
p29,101,0.0,2012
p29,102,0.0,2012
p29,103,0.0,2012
p29,104,0.0,2012
p29,105,0.0,2012
p29,106,0.0,2012
p29,107,0.0,2012
p29,108,0.0,2012
p29,109,0.0,2012
p29,110,0.0,2012
p29,111,0.15617433,2012
p29,112,0.11622276,2012
p29,113,0.2433414,2012
p29,114,0.27784503,2012
p29,115,0.17493947,2012
p29,116,0.08898305,2012
p29,117,0.18401937,2012
p29,118,0.13559322,2012
p29,119,0.0,2012
p29,120,0.0,2012
p29,121,0.0,2012
p29,122,0.0,2012
p29,123,0.0,2012
p29,124,0.0,2012
p29,125,0.0,2012
p29,126,0.0,2012
p29,127,0.0,2012
p29,128,0.0,2012
