region,time_index,value,weather_year
p29,129,0.0,2012
p29,130,0.0,2012
p29,131,0.0,2012
p29,132,0.0,2012
p29,133,0.0,2012
p29,134,0.0,2012
p29,135,0.01937046,2012
p29,136,0.39588377,2012
p29,137,0.5690073,2012
p29,138,0.6585956,2012
p29,139,0.6779661,2012
p29,140,0.62046003,2012
p29,141,0.48849878,2012
p29,142,0.15799032,2012
p29,143,0.0036319613,2012
p29,144,0.0,2012
p29,145,0.0,2012
p29,146,0.0,2012
p29,147,0.0,2012
p29,148,0.0,2012
p29,149,0.0,2012
p29,150,0.0,2012
p29,151,0.0,2012
p29,152,0.0,2012
p29,153,0.0,2012
p29,154,0.0,2012
p29,155,0.0,2012
p29,156,0.0,2012
p29,157,0.0,2012
p29,158,0.0,2012
p29,159,0.030266345,2012
p29,160,0.04297821,2012
p29,161,0.10108959,2012
p29,162,0.39951575,2012
p29,163,0.13075061,2012
p29,164,0.08595642,2012
p29,165,0.20096852,2012
p29,166,0.033898305,2012
p29,167,0.029661017,2012
p29,168,0.0,2012
p29,169,0.0,2012
p29,170,0.0,2012
p29,171,0.0,2012
p29,172,0.0,2012
p29,173,0.0,2012
p29,174,0.0,2012
p29,175,0.0,2012
p29,176,0.0,2012
p29,177,0.0,2012
p29,178,0.0,2012
p29,179,0.0,2012
p29,180,0.0,2012
p29,181,0.0,2012
p29,182,0.0,2012
p29,183,0.1713075,2012
p29,184,0.19733655,2012
p29,185,0.34987894,2012
p29,186,0.6864407,2012
p29,187,0.437046,2012
p29,188,0.31719127,2012
p29,189,0.29358354,2012
p29,190,0.08958838,2012
p29,191,0.025423728,2012
p29,192,0.0,2012
p29,193,0.0,2012
p29,194,0.0,2012
p29,195,0.0,2012
p29,196,0.0,2012
p29,197,0.0,2012
p29,198,0.0,2012
p29,199,0.0,2012
p29,200,0.0,2012
p29,201,0.0,2012
p29,202,0.0,2012
p29,203,0.0,2012
p29,204,0.0,2012
p29,205,0.0,2012
p29,206,0.0,2012
p29,207,0.027845036,2012
p29,208,0.17615013,2012
p29,209,0.39285713,2012
p29,210,0.3105327,2012
p29,211,0.40254238,2012
p29,212,0.34503633,2012
p29,213,0.11380145,2012
p29,214,0.28995156,2012
p29,215,0.0024213076,2012
p29,216,0.0,2012
p29,217,0.0,2012
p29,218,0.0,2012
p29,219,0.0,2012
p29,220,0.0,2012
p29,221,0.0,2012
p29,222,0.0,2012
p29,223,0.0,2012
p29,224,0.0,2012
p29,225,0.0,2012
p29,226,0.0,2012
p29,227,0.0,2012
p29,228,0.0,2012
p29,229,0.0,2012
p29,230,0.0,2012
p29,231,0.1664649,2012
p29,232,0.40980628,2012
p29,233,0.5720339,2012
p29,234,0.6628329,2012
p29,235,0.6809927,2012
p29,236,0.627724,2012
p29,237,0.5024213,2012
p29,238,0.2996368,2012
p29,239,0.03874092,2012
p29,240,0.0,2012
p30,1,0.0,2012
p30,2,0.0,2012
p30,3,0.0,2012
p30,4,0.0,2012
p30,5,0.0,2012
p30,6,0.0,2012
p30,7,0.0,2012
p30,8,0.0,2012
p30,9,0.0,2012
p30,10,0.0,2012
p30,11,0.0,2012
p30,12,0.0,2012
p30,13,0.0,2012
p30,14,0.017857144,2012
p30,15,0.061138015,2012
p30,16,0.24213076,2012
p30,17,0.4197942,2012
p30,18,0.5166465,2012
p30,19,0.7742131,2012
p30,20,0.4570218,2012
p30,21,0.64951575,2012
p30,22,0.32627118,2012
p30,23,0.19249395,2012
p30,24,0.025726393,2012
p30,25,0.0,2012
p30,26,0.0,2012
p30,27,0.0,2012
p30,28,0.0,2012
p30,29,0.0,2012
p30,30,0.0,2012
p30,31,0.0,2012
p30,32,0.0,2012
p30,33,0.0,2012
p30,34,0.0,2012
p30,35,0.0,2012
p30,36,0.0,2012
p30,37,0.0,2012
p30,38,0.026937045,2012
p30,39,0.20581114,2012
p30,40,0.47487894,2012
p30,41,0.6794794,2012
p30,42,0.7996368,2012
p30,43,0.84231234,2012
p30,44,0.81658596,2012
p30,45,0.71398306,2012
p30,46,0.53571427,2012
p30,47,0.2696731,2012
p30,48,0.02996368,2012
p30,49,0.0,2012
p30,50,0.0,2012
p30,51,0.0,2012
p30,52,0.0,2012
p30,53,0.0,2012
p30,54,0.0,2012
p30,55,0.0,2012
p30,56,0.0,2012
p30,57,0.0,2012
p30,58,0.0,2012
p30,59,0.0,2012
p30,60,0.0,2012
p30,61,0.0,2012
p30,62,0.025726393,2012
p30,63,0.20429783,2012
p30,64,0.467615,2012
p30,65,0.66918886,2012
p30,66,0.78601694,2012
p30,67,0.8305085,2012
p30,68,0.7981235,2012
p30,69,0.59382564,2012
p30,70,0.36319613,2012
p30,71,0.2061138,2012
p30,72,0.0057506054,2012
p30,73,0.0,2012
p30,74,0.0,2012
p30,75,0.0,2012
p30,76,0.0,2012
p30,77,0.0,2012
p30,78,0.0,2012
p30,79,0.0,2012
p30,80,0.0,2012
p30,81,0.0,2012
p30,82,0.0,2012
p30,83,0.0,2012
p30,84,0.0,2012
p30,85,0.0,2012
p30,86,0.026331719,2012
p30,87,0.20127119,2012
p30,88,0.45671913,2012
p30,89,0.6507264,2012
p30,90,0.7596852,2012
p30,91,0.8047821,2012
p30,92,0.7754237,2012
p30,93,0.67100483,2012
p30,94,0.4966707,2012
p30,95,0.250908,2012
p30,96,0.028753027,2012
p30,97,0.0,2012
p30,98,0.0,2012
p30,99,0.0,2012
p30,100,0.0,2012
p30,101,0.0,2012
p30,102,0.0,2012
p30,103,0.0,2012
p30,104,0.0,2012
p30,105,0.0,2012
p30,106,0.0,2012
p30,107,0.0,2012
p30,108,0.0,2012
p30,109,0.0,2012
p30,110,0.014225181,2012
p30,111,0.16525424,2012
p30,112,0.43976998,2012
p30,113,0.6265133,2012
p30,114,0.7351695,2012
p30,115,0.7754237,2012
p30,116,0.75121063,2012
p30,117,0.6549637,2012
p30,118,0.4875908,2012
p30,119,0.25181597,2012
p30,120,0.030569008,2012
p30,121,0.0,2012
p30,122,0.0,2012
p30,123,0.0,2012
p30,124,0.0,2012
p30,125,0.0,2012
p30,126,0.0,2012
p30,127,0.0,2012
p30,128,0.0,2012
p30,129,0.0,2012
p30,130,0.0,2012
p30,131,0.0,2012
p30,132,0.0,2012
p30,133,0.0,2012
p30,134,0.02209443,2012
p30,135,0.18523003,2012
p30,136,0.43976998,2012
p30,137,0.6280266,2012
p30,138,0.7415254,2012
p30,139,0.7881356,2012
p30,140,0.7639225,2012
p30,141,0.66918886,2012
p30,142,0.4031477,2012
p30,143,0.23365617,2012
p30,144,0.006053269,2012
p30,145,0.0,2012
p30,146,0.0,2012
p30,147,0.0,2012
p30,148,0.0,2012
p30,149,0.0,2012
p30,150,0.0,2012
p30,151,0.0,2012
p30,152,0.0,2012
p30,153,0.0,2012
p30,154,0.0,2012
p30,155,0.0,2012
p30,156,0.0,2012
p30,157,0.0,2012
p30,158,0.017554479,2012
p30,159,0.014225181,2012
p30,160,0.040859565,2012
p30,161,0.3468523,2012
p30,162,0.2733051,2012
p30,163,0.48002422,2012
p30,164,0.5208838,2012
p30,165,0.44188863,2012
p30,166,0.3716707,2012
p30,167,0.16828087,2012
p30,168,0.0066585955,2012
p30,169,0.0,2012
p30,170,0.0,2012
p30,171,0.0,2012
p30,172,0.0,2012
p30,173,0.0,2012
p30,174,0.0,2012
p30,175,0.0,2012
p30,176,0.0,2012
p30,177,0.0,2012
p30,178,0.0,2012
p30,179,0.0,2012
p30,180,0.0,2012
p30,181,0.0,2012
p30,182,0.01846247,2012
p30,183,0.15587167,2012
p30,184,0.14437047,2012
p30,185,0.2475787,2012
p30,186,0.38589588,2012
p30,187,0.52451575,2012
p30,188,0.531477,2012
p30,189,0.45248184,2012
p30,190,0.22397095,2012
p30,191,0.18069008,2012
p30,192,0.0072639226,2012
p30,193,0.0,2012
p30,194,0.0,2012
p30,195,0.0,2012
p30,196,0.0,2012
p30,197,0.0,2012
p30,198,0.0,2012
p30,199,0.0,2012
p30,200,0.0,2012
p30,201,0.0,2012
p30,202,0.0,2012
p30,203,0.0,2012
p30,204,0.0,2012
p30,205,0.0,2012
p30,206,0.0,2012
p30,207,0.024515739,2012
p30,208,0.061138015,2012
p30,209,0.2872276,2012
p30,210,0.48062953,2012
p30,211,0.6540557,2012
p30,212,0.59382564,2012
p30,213,0.53420097,2012
p30,214,0.35895884,2012
p30,215,0.2675545,2012
p30,216,0.036622275,2012
p30,217,0.0,2012
p30,218,0.0,2012
p30,219,0.0,2012
p30,220,0.0,2012
p30,221,0.0,2012
p30,222,0.0,2012
p30,223,0.0,2012
p30,224,0.0,2012
p30,225,0.0,2012
p30,226,0.0,2012
p30,227,0.0,2012
p30,228,0.0,2012
p30,229,0.0,2012
p30,230,0.0,2012
p30,231,0.013922518,2012
p30,232,0.21640436,2012
p30,233,0.39618644,2012
p30,234,0.39951575,2012
p30,235,0.47245762,2012
p30,236,0.43976998,2012
p30,237,0.38922518,2012
p30,238,0.30780873,2012
p30,239,0.18825665,2012
p30,240,0.03964891,2012
p8,1,0.0,2012
p8,2,0.0,2012
p8,3,0.0,2012
p8,4,0.0,2012
p8,5,0.0,2012
p8,6,0.0,2012
p8,7,0.0,2012
p8,8,0.0,2012
p8,9,0.0,2012
p8,10,0.0,2012
p8,11,0.0,2012
p8,12,0.0,2012
p8,13,0.0,2012
p8,14,0.06820016,2012
p8,15,0.311138,2012
p8,16,0.50060534,2012
p8,17,0.61279255,2012
p8,18,0.58151734,2012
p8,19,0.7094431,2012
p8,20,0.47901532,2012
p8,21,0.3567393,2012
p8,22,0.25,2012
p8,23,0.10573043,2012
p8,24,0.0074656983,2012
p8,25,0.0,2012
p8,26,0.0,2012
p8,27,0.0,2012
p8,28,0.0,2012
p8,29,0.0,2012
p8,30,0.0,2012
p8,31,0.0,2012
p8,32,0.0,2012
p8,33,0.0,2012
p8,34,0.0,2012
p8,35,0.0,2012
p8,36,0.0,2012
p8,37,0.0,2012
p8,38,0.079499595,2012
p8,39,0.2665456,2012
p8,40,0.5300646,2012
p8,41,0.633979,2012
p8,42,0.6832123,2012
p8,43,0.6507264,2012
p8,44,0.6035109,2012
p8,45,0.48123488,2012
p8,46,0.35472155,2012
p8,47,0.13902341,2012
p8,48,0.008676352,2012
p8,49,0.0,2012
p8,50,0.0,2012
p8,51,0.0,2012
p8,52,0.0,2012
p8,53,0.0,2012
p8,54,0.0,2012
p8,55,0.0,2012
p8,56,0.0,2012
p8,57,0.0,2012
p8,58,0.0,2012
p8,59,0.0,2012
p8,60,0.0,2012
p8,61,0.0,2012
p8,62,0.07707829,2012
p8,63,0.3418079,2012
p8,64,0.48284906,2012
p8,65,0.5843422,2012
p8,66,0.7201372,2012
p8,67,0.6485069,2012
p8,68,0.6029056,2012
p8,69,0.5371267,2012
p8,70,0.35956416,2012
p8,71,0.13700566,2012
p8,72,0.007869249,2012
p8,73,0.0,2012
p8,74,0.0,2012
p8,75,0.0,2012
p8,76,0.0,2012
p8,77,0.0,2012
p8,78,0.0,2012
p8,79,0.0,2012
p8,80,0.0,2012
p8,81,0.0,2012
p8,82,0.0,2012
p8,83,0.0,2012
p8,84,0.0,2012
p8,85,0.0,2012
p8,86,0.04761905,2012
p8,87,0.18119451,2012
p8,88,0.3633979,2012
p8,89,0.51129943,2012
p8,90,0.6206618,2012
p8,91,0.65193707,2012
p8,92,0.53672314,2012
p8,93,0.49757868,2012
p8,94,0.3319209,2012
p8,95,0.13095239,2012
p8,96,0.0066585955,2012
p8,97,0.0,2012
p8,98,0.0,2012
p8,99,0.0,2012
p8,100,0.0,2012
p8,101,0.0,2012
p8,102,0.0,2012
p8,103,0.0,2012
p8,104,0.0,2012
p8,105,0.0,2012
p8,106,0.0,2012
p8,107,0.0,2012
p8,108,0.0,2012
p8,109,0.0,2012
p8,110,0.039951574,2012
p8,111,0.3079096,2012
p8,112,0.55609363,2012
p8,113,0.70500404,2012
p8,114,0.72154963,2012
p8,115,0.7828894,2012
p8,116,0.66848266,2012
p8,117,0.49132365,2012
p8,118,0.36783695,2012
p8,119,0.12126715,2012
p8,120,0.006053269,2012
p8,121,0.0,2012
p8,122,0.0,2012
p8,123,0.0,2012
p8,124,0.0,2012
p8,125,0.0,2012
p8,126,0.0,2012
p8,127,0.0,2012
p8,128,0.0,2012
p8,129,0.0,2012
p8,130,0.0,2012
p8,131,0.0,2012
p8,132,0.0,2012
p8,133,0.0,2012
p8,134,0.042776432,2012
p8,135,0.25100887,2012
p8,136,0.48204195,2012
p8,137,0.66908795,2012
p8,138,0.74596447,2012
p8,139,0.76251006,2012
p8,140,0.69895077,2012
p8,141,0.57001615,2012
p8,142,0.23405972,2012
p8,143,0.116020985,2012
p8,144,0.004439064,2012
p8,145,0.0,2012
p8,146,0.0,2012
p8,147,0.0,2012
p8,148,0.0,2012
p8,149,0.0,2012
p8,150,0.0,2012
p8,151,0.0,2012
p8,152,0.0,2012
p8,153,0.0,2012
p8,154,0.0,2012
p8,155,0.0,2012
p8,156,0.0,2012
p8,157,0.0,2012
p8,158,0.06517353,2012
p8,159,0.25141242,2012
p8,160,0.35774818,2012
p8,161,0.48405972,2012
p8,162,0.3765133,2012
p8,163,0.47699758,2012
p8,164,0.41323647,2012
p8,165,0.2689669,2012
p8,166,0.19915254,2012
p8,167,0.006053269,2012
p8,168,0.00322841,2012
p8,169,0.0,2012
p8,170,0.0,2012
p8,171,0.0,2012
p8,172,0.0,2012
p8,173,0.0,2012
p8,174,0.0,2012
p8,175,0.0,2012
p8,176,0.0,2012
p8,177,0.0,2012
p8,178,0.0,2012
p8,179,0.0,2012
p8,180,0.0,2012
p8,181,0.0,2012
p8,182,0.008878128,2012
p8,183,0.2251816,2012
p8,184,0.321025,2012
p8,185,0.47154963,2012
p8,186,0.4957627,2012
p8,187,0.5976594,2012
p8,188,0.4687248,2012
p8,189,0.24717514,2012
p8,190,0.1507264,2012
p8,191,0.028853914,2012
p8,192,0.0,2012
p8,193,0.0,2012
p8,194,0.0,2012
p8,195,0.0,2012
p8,196,0.0,2012
p8,197,0.0,2012
p8,198,0.0,2012
p8,199,0.0,2012
p8,200,0.0,2012
p8,201,0.0,2012
p8,202,0.0,2012
p8,203,0.0,2012
p8,204,0.0,2012
p8,205,0.0,2012
p8,206,0.010088781,2012
p8,207,0.15173528,2012
p8,208,0.17251816,2012
p8,209,0.22740114,2012
p8,210,0.26472962,2012
p8,211,0.3335351,2012
p8,212,0.27502018,2012
p8,213,0.21811946,2012
p8,214,0.16081518,2012
p8,215,0.052663438,2012
p8,216,0.0,2012
p8,217,0.0,2012
p8,218,0.0,2012
p8,219,0.0,2012
p8,220,0.0,2012
p8,221,0.0,2012
p8,222,0.0,2012
p8,223,0.0,2012
p8,224,0.0,2012
p8,225,0.0,2012
p8,226,0.0,2012
p8,227,0.0,2012
p8,228,0.0,2012
p8,229,0.0,2012
p8,230,0.06840194,2012
p8,231,0.25948346,2012
p8,232,0.28833738,2012
p8,233,0.46206617,2012
p8,234,0.44471347,2012
p8,235,0.41283292,2012
p8,236,0.2756255,2012
p8,237,0.26715094,2012
p8,238,0.12550443,2012
p8,239,0.018765133,2012
p8,240,0.0,2012
p9,1,0.00679617,2012
p9,2,0.0,2012
p9,3,0.0,2012
p9,4,0.0,2012
p9,5,0.0,2012
p9,6,0.0,2012
p9,7,0.0,2012
p9,8,0.0,2012
p9,9,0.0,2012
p9,10,0.0,2012
p9,11,0.0,2012
p9,12,0.0,2012
p9,13,0.0,2012
p9,14,0.009368809,2012
p9,15,0.073230796,2012
p9,16,0.1885043,2012
p9,17,0.294863,2012
p9,18,0.3505668,2012
p9,19,0.4094486,2012
p9,20,0.43997633,2012
p9,21,0.43458343,2012
p9,22,0.35531312,2012
p9,23,0.18201078,2012
p9,24,0.056020252,2012
p9,25,0.013606098,2012
p9,26,0.0,2012
p9,27,0.0,2012
p9,28,0.0,2012
p9,29,0.0,2012
p9,30,0.0,2012
p9,31,0.0,2012
p9,32,0.0,2012
p9,33,0.0,2012
p9,34,0.0,2012
p9,35,0.0,2012
p9,36,0.0,2012
p9,37,0.0,2012
p9,38,0.012725621,2012
p9,39,0.13321319,2012
p9,40,0.28133944,2012
p9,41,0.41353455,2012
p9,42,0.52897316,2012
p9,43,0.552347,2012
p9,44,0.52140653,2012
p9,45,0.45803985,2012
p9,46,0.33587387,2012
p9,47,0.15732996,2012
p9,48,0.04301948,2012
p9,49,0.0060395114,2012
p9,50,0.0,2012
p9,51,0.0,2012
p9,52,0.0,2012
p9,53,0.0,2012
p9,54,0.0,2012
p9,55,0.0,2012
p9,56,0.0,2012
p9,57,0.0,2012
p9,58,0.0,2012
p9,59,0.0,2012
p9,60,0.0,2012
p9,61,0.0,2012
p9,62,0.012395443,2012
p9,63,0.15177196,2012
p9,64,0.33140272,2012
p9,65,0.46127284,2012
p9,66,0.57129097,2012
p9,67,0.6064137,2012
p9,68,0.60963297,2012
p9,69,0.5382594,2012
p9,70,0.39189413,2012
p9,71,0.20596246,2012
p9,72,0.05013207,2012
p9,73,0.0132484045,2012
p9,74,0.0,2012
p9,75,0.0,2012
p9,76,0.0,2012
p9,77,0.0,2012
p9,78,0.0,2012
p9,79,0.0,2012
p9,80,0.0,2012
p9,81,0.0,2012
p9,82,0.0,2012
p9,83,0.0,2012
p9,84,0.0,2012
p9,85,0.0,2012
p9,86,0.0097952895,2012
p9,87,0.123225294,2012
p9,88,0.2895251,2012
p9,89,0.43298757,2012
p9,90,0.5143903,2012
p9,91,0.5927113,2012
p9,92,0.59631574,2012
p9,93,0.5462387,2012
p9,94,0.35580838,2012
p9,95,0.18699098,2012
p9,96,0.03883722,2012
p9,97,0.010373102,2012
p9,98,0.0,2012
p9,99,0.0,2012
p9,100,0.0,2012
p9,101,0.0,2012
p9,102,0.0,2012
p9,103,0.0,2012
p9,104,0.0,2012
p9,105,0.0,2012
p9,106,0.0,2012
p9,107,0.0,2012
p9,108,0.0,2012
p9,109,0.0,2012
p9,110,0.007250165,2012
p9,111,0.122840084,2012
p9,112,0.31193593,2012
p9,113,0.46110776,2012
p9,114,0.57554203,2012
p9,115,0.6367901,2012
p9,116,0.6279991,2012
p9,117,0.57390493,2012
p9,118,0.42716816,2012
p9,119,0.224535,2012
p9,120,0.067493945,2012
p9,121,0.018063504,2012
p9,122,0.0,2012
p9,123,0.0,2012
p9,124,0.0,2012
p9,125,0.0,2012
p9,126,0.0,2012
p9,127,0.0,2012
p9,128,0.0,2012
p9,129,0.0,2012
p9,130,0.0,2012
p9,131,0.0,2012
p9,132,0.0,2012
p9,133,0.0,2012
p9,134,0.010263042,2012
p9,135,0.1331444,2012
p9,136,0.3003797,2012
p9,137,0.46094266,2012
p9,138,0.5816503,2012
p9,139,0.6312046,2012
p9,140,0.6142417,2012
p9,141,0.53362316,2012
p9,142,0.3744497,2012
p9,143,0.17707187,2012
p9,144,0.040598173,2012
p9,145,0.011349879,2012
p9,146,0.0,2012
p9,147,0.0,2012
p9,148,0.0,2012
p9,149,0.0,2012
p9,150,0.0,2012
p9,151,0.0,2012
p9,152,0.0,2012
p9,153,0.0,2012
p9,154,0.0,2012
p9,155,0.0,2012
p9,156,0.0,2012
p9,157,0.0,2012
p9,158,0.0043473477,2012
p9,159,0.07810093,2012
p9,160,0.20117489,2012
p9,161,0.33994606,2012
p9,162,0.43205205,2012
p9,163,0.47617212,2012
p9,164,0.4672986,2012
p9,165,0.44494277,2012
p9,166,0.31790668,2012
p9,167,0.17359124,2012
p9,168,0.056212854,2012
p9,169,0.02231455,2012
p9,170,0.0,2012
p9,171,0.0,2012
p9,172,0.0,2012
p9,173,0.0,2012
p9,174,0.0,2012
p9,175,0.0,2012
p9,176,0.0,2012
p9,177,0.0,2012
p9,178,0.0,2012
p9,179,0.0,2012
p9,180,0.0,2012
p9,181,0.0,2012
p9,182,0.007318952,2012
p9,183,0.08094871,2012
p9,184,0.21200198,2012
p9,185,0.3332737,2012
p9,186,0.46174058,2012
p9,187,0.48243177,2012
p9,188,0.45308718,2012
p9,189,0.39369634,2012
p9,190,0.3028698,2012
p9,191,0.15691723,2012
p9,192,0.050861213,2012
p9,193,0.01696291,2012
p9,194,0.0,2012
p9,195,0.0,2012
p9,196,0.0,2012
p9,197,0.0,2012
p9,198,0.0,2012
p9,199,0.0,2012
p9,200,0.0,2012
p9,201,0.0,2012
p9,202,0.0,2012
p9,203,0.0,2012
p9,204,0.0,2012
p9,205,0.0,2012
p9,206,0.0007429012,2012
p9,207,0.031105546,2012
p9,208,0.14383392,2012
p9,209,0.27245212,2012
p9,210,0.4040144,2012
p9,211,0.47212744,2012
p9,212,0.46530378,2012
p9,213,0.43513373,2012
p9,214,0.31031257,2012
p9,215,0.16976668,2012
p9,216,0.052952345,2012
p9,217,0.015848558,2012
p9,218,0.0,2012
p9,219,0.0,2012
p9,220,0.0,2012
p9,221,0.0,2012
p9,222,0.0,2012
p9,223,0.0,2012
p9,224,0.0,2012
p9,225,0.0,2012
p9,226,0.0,2012
p9,227,0.0,2012
p9,228,0.0,2012
p9,229,0.0,2012
p9,230,0.007635373,2012
p9,231,0.0646324,2012
p9,232,0.21105272,2012
p9,233,0.31190842,2012
p9,234,0.42822748,2012
p9,235,0.49208948,2012
p9,236,0.49243343,2012
p9,237,0.41338322,2012
p9,238,0.30105382,2012
p9,239,0.17553103,2012
p9,240,0.06565045,2012
