technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Solar Photovoltaic,57904,CHNO,1.5,,1.5,1.5,2012,2042,0.134,0.0,0.0,9038.0
Landfill Gas,57403,GEN1,1.6,,1.6,1.6,2012,2112,0.703,13.5,1.868,148417.0
Landfill Gas,57403,GEN2,1.6,,1.6,1.6,2012,2112,0.703,13.5,1.868,148417.0
Onshore Wind Turbine,57913,1,143.0,,143.0,143.0,2017,2047,0.295,0.0,0.0,13321.0
Solar Photovoltaic,57930,UAST,1.9,,1.9,1.9,2011,2041,0.105,0.0,0.0,19589.0
Solar Photovoltaic,57933,1,2.0,,2.0,2.0,2012,2042,0.202,0.0,0.0,7714.0
Solar Photovoltaic,57939,1,1.0,,1.0,1.0,2011,2041,0.127,0.0,0.0,7714.0
Solar Photovoltaic,57939,2,1.0,,1.0,1.0,2011,2041,0.127,0.0,0.0,7714.0
Solar Photovoltaic,57959,1,6.3,,6.3,6.3,2014,2044,0.222,0.0,0.0,7714.0
Solar Photovoltaic,57960,1,80.0,,80.0,80.0,2026,2056,0.212,0.0,0.0,7714.0
Onshore Wind Turbine,57962,BT1,102.0,,102.0,102.0,2012,2042,0.284,0.0,0.0,9688.0
Natural Gas Internal Combustion Engine,57977,ENG1,2.8,,3.1,3.0,2010,2065,0.702,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,57977,ENG2,2.8,,3.1,3.0,2010,2065,0.702,10.745,1.370381634,1230.331313
Natural Gas Fired Combined Cycle,57978,CT1,178.0,,185.0,190.0,2012,2067,0.476,7.108,0.586306337,8987.410604
Natural Gas Fired Combined Cycle,57978,ST1,95.0,,103.9,96.0,2012,2067,0.476,7.108,0.586306337,8987.410604
Solar Photovoltaic,57982,PV-1,0.5,,0.5,0.5,2010,2040,0.156,0.0,0.0,38928.0
Solar Photovoltaic,57982,PV-2,0.6,,0.6,0.6,2010,2040,0.156,0.0,0.0,38582.0
Landfill Gas,57988,GEN1,0.8,,0.8,0.8,2004,2104,0.708,13.5,2.136,211426.0
Landfill Gas,57988,GEN2,0.8,,0.8,0.8,2004,2104,0.708,13.5,2.136,211426.0
Landfill Gas,57988,GEN3,0.8,,0.8,0.8,2004,2104,0.708,13.5,2.136,211426.0
Solar Photovoltaic,57993,DSL1,10.0347,,10.0347,10.0347,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL1,0.0403,,0.0403,0.0403,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL1,10.075,,10.075,10.075,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL1,20.1097,,20.1097,20.1097,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL1,0.0403,,0.0403,0.0403,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL10,7.55,,7.55,7.55,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL10,7.55,,7.55,7.55,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL10,15.1,,15.1,15.1,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL11,10.1,,10.1,10.1,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL11,5.05,,5.05,5.05,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL11,5.05,,5.05,5.05,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL2,20.15,,20.15,20.15,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL2,10.075,,10.075,10.075,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL2,10.075,,10.075,10.075,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL3,10.075,,10.075,10.075,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL3,20.15,,20.15,20.15,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL3,10.075,,10.075,10.075,2013,2043,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57993,DSL4,15.1,,15.1,15.1,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL4,7.55,,7.55,7.55,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL4,7.55,,7.55,7.55,2013,2043,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL5,6.3,,6.3,6.3,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL5,6.3,,6.3,6.3,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL5,12.6,,12.6,12.6,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL6,6.3,,6.3,6.3,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL6,12.6,,12.6,12.6,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL6,6.3,,6.3,6.3,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL7,5.05,,5.05,5.05,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL7,5.05,,5.05,5.05,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL7,10.1,,10.1,10.1,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL8,4.725,,4.725,4.725,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL8,9.45,,9.45,9.45,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL8,4.725,,4.725,4.725,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL9,11.35,,11.35,11.35,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL9,5.675,,5.675,5.675,2014,2044,0.247,0.0,0.0,7714.0
Solar Photovoltaic,57993,DSL9,5.675,,5.675,5.675,2014,2044,0.247,0.0,0.0,7714.0
Batteries,57997,FH38M,35.0,105.0,38.0,35.0,2023,2053,0.85,0.0,0.0,17250.0
Solar Photovoltaic,57997,PV1,17.0,,17.0,17.0,2013,2043,0.323,0.0,0.0,9038.0
Solar Photovoltaic,57997,PV2,18.0,,18.0,18.0,2013,2043,0.323,0.0,0.0,9730.0
Solar Photovoltaic,58002,SPS,20.0,,20.0,20.0,2012,2042,0.232,0.0,0.0,9038.0
Solar Photovoltaic,58003,SPS50,50.0,,50.0,50.0,2012,2042,0.245,0.0,0.0,9038.0
Solar Photovoltaic,58034,1,1.5,,1.5,1.5,2012,2042,0.19,0.0,0.0,9038.0
Solar Photovoltaic,58037,PV1,3.3,,3.3,3.3,2011,2041,0.24,0.0,0.0,19930.0
Solar Photovoltaic,58039,1,25.0,,25.0,25.0,2012,2042,0.274,0.0,0.0,9038.0
Solar Photovoltaic,58042,1,9.0,,9.0,9.0,2012,2042,0.261,0.0,0.0,9038.0
Solar Photovoltaic,58062,1,23.0,,23.0,23.0,2012,2042,0.184,0.0,0.0,4158.0
Solar Photovoltaic,58073,SEPV,2.0,,2.0,2.0,2012,2042,0.208,0.0,0.0,15205.0
Solar Photovoltaic,58074,SEPV,2.0,,2.0,2.0,2012,2042,0.222,0.0,0.0,15205.0
Solar Photovoltaic,58076,1,1.0,,1.0,1.0,2011,2041,0.071,0.0,0.0,26518.0
Solar Photovoltaic,58076,2,1.0,,1.0,1.0,2011,2041,0.071,0.0,0.0,25709.0
Solar Photovoltaic,58076,3,1.0,,1.0,1.0,2011,2041,0.071,0.0,0.0,25687.0
Solar Photovoltaic,58086,1,0.5,,0.5,0.5,2010,2040,0.168,0.0,0.0,7714.0
Solar Photovoltaic,58086,2,0.5,,0.5,0.5,2010,2040,0.168,0.0,0.0,7714.0
Onshore Wind Turbine,58101,WTG1,1.6,,1.6,1.6,2012,2042,0.111,0.0,0.0,9688.0
Onshore Wind Turbine,58101,WTG2,1.6,,1.6,1.6,2012,2042,0.111,0.0,0.0,9688.0
Onshore Wind Turbine,58102,WTG1,1.5,,1.5,1.5,2012,2042,0.137,0.0,0.0,9688.0
Onshore Wind Turbine,58102,WTG2,1.5,,1.5,1.5,2012,2042,0.137,0.0,0.0,9688.0
Onshore Wind Turbine,58112,WTG1,1.0,,1.0,1.0,2012,2042,0.191,0.0,0.0,5020.0
Onshore Wind Turbine,58113,WTG1,1.0,,1.0,1.0,2012,2042,0.515,0.0,0.0,9688.0
Onshore Wind Turbine,58113,WTG2,1.0,,1.0,1.0,2012,2042,0.515,0.0,0.0,9688.0
Onshore Wind Turbine,58114,WTG1,1.6,,1.6,1.6,2012,2042,0.48,0.0,0.0,9688.0
Onshore Wind Turbine,58114,WTG2,1.6,,1.6,1.6,2012,2042,0.48,0.0,0.0,9688.0
Onshore Wind Turbine,58114,WTG3,1.9,,1.9,1.9,2018,2048,0.48,0.0,0.0,13321.0
Solar Photovoltaic,58118,JDS1,1.5,,1.5,1.5,2012,2042,0.07,0.0,0.0,9038.0
Solar Photovoltaic,58119,DPSS,2.7,,3.0,1.0,2010,2040,0.146,0.0,0.0,21205.0
Natural Gas Fired Combustion Turbine,58122,GEN1,0.605,,0.605,0.605,2013,2068,0.017,11.112,1.370381634,8080.909324
Natural Gas Fired Combustion Turbine,58122,GEN1,59.895,,59.895,59.895,2013,2068,0.017,11.112,1.370381634,8080.909324
Batteries,66799,4087B,0.7,1.3,0.7,0.7,2022,2037,0.0,0.0,0.0,17250.0
Batteries,68524,4654B,0.5,1.45,0.5,0.5,2025,2040,,0.0,,
Batteries,67277,4657B,0.5,1.1,0.5,0.5,2024,2039,0.85,0.0,0.0,12544.0
Batteries,67278,4146B,1.1,3.19,1.1,1.1,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66800,4976B,0.5,1.1,0.5,0.5,2024,2039,0.85,0.0,0.0,12544.0
Batteries,68523,4977B,0.5,1.45,0.5,0.5,2025,2040,,0.0,,
Batteries,67743,4057B,0.5,1.1,0.5,0.5,2022,2037,0.0,0.0,0.0,17250.0
Batteries,65396,BW1,15.0,43.5,15.0,15.0,2025,2040,0.85,0.0,0.0,12544.0
Solar Photovoltaic,58147,PV1,10.8,,10.8,10.8,2011,2041,0.247,0.0,0.0,7714.0
Solar Photovoltaic,58148,KS,20.0,,20.0,20.0,2013,2043,0.28,0.0,0.0,7714.0
Solar Photovoltaic,58149,TAHD,20.0,,20.0,20.0,2013,2043,0.278,0.0,0.0,7714.0
Onshore Wind Turbine,58154,GEN1,162.0,,162.0,162.0,2012,2042,0.297,0.0,0.0,13321.0
Onshore Wind Turbine,58155,GEN1,99.2,,99.2,99.2,2012,2042,0.247,0.0,0.0,13321.0
Solar Photovoltaic,58171,GEN1,4.5,,4.5,4.5,2012,2042,0.206,0.0,0.0,7714.0
Batteries,66648,BLKWL,2.0,5.8,2.0,2.0,2025,2040,0.85,0.0,0.0,12544.0
Solar Photovoltaic,58202,VPS1,20.0,,20.0,20.0,2013,2043,0.245,0.0,0.0,7714.0
Solar Photovoltaic,58204,INV3,2.0,,2.0,1.5,2013,2043,0.168,0.0,0.0,7714.0
Solar Photovoltaic,58206,1,10.0,,10.0,10.0,2013,2043,0.219,0.0,0.0,7714.0
Solar Photovoltaic,58213,AZ2,15.0,,15.0,15.0,2012,2042,0.257,0.0,0.0,7714.0
Solar Photovoltaic,58217,INV4,2.0,,2.0,1.5,2013,2043,0.185,0.0,0.0,7714.0
Solar Photovoltaic,58226,1,1.5,,1.5,1.5,2013,2043,0.199,0.0,0.0,7714.0
Solar Photovoltaic,58227,SPV9,8.5,,9.0,8.8,2013,2043,0.301,0.0,0.0,7714.0
Onshore Wind Turbine,58233,GEN1,6.0,,6.0,6.0,2012,2042,0.268,0.0,0.0,13321.0
Solar Photovoltaic,58234,SPV8,11.8,,12.0,11.8,2013,2043,0.299,0.0,0.0,7714.0
Solar Photovoltaic,58261,1,1.0,,1.0,1.0,2012,2042,0.148,0.0,0.0,7714.0
Solar Photovoltaic,58262,1,14.8,,14.8,14.8,2013,2043,0.289,0.0,0.0,7714.0
Solar Photovoltaic,58289,VNPV,1.5,,1.5,1.1,2015,2045,0.261,0.0,0.0,7714.0
Solar Photovoltaic,58290,VSPV,1.5,,1.5,1.1,2015,2045,0.261,0.0,0.0,7714.0
Solar Photovoltaic,58292,JCC,1.2,,1.1,1.2,2012,2042,0.205,0.0,0.0,7714.0
Solar Photovoltaic,58293,PVH,1.4,,1.3,1.4,2013,2043,0.201,0.0,0.0,7714.0
Batteries,65053,BMSES,112.0,448.0,112.0,112.0,2022,2037,0.0,0.0,0.0,17250.0
Batteries,60093,BES1,63.0,301.2,63.0,63.0,2021,2036,0.0,0.0,0.0,17250.0
Batteries,60095,BLST4,47.0,47.0,47.0,47.0,2022,2037,0.0,0.0,0.0,17250.0
Solar Photovoltaic,58304,1,1.5,,1.5,1.5,2013,2043,0.186,0.0,0.0,7714.0
Solar Photovoltaic,58304,2,1.5,,1.5,1.5,2013,2043,0.186,0.0,0.0,7714.0
Solar Photovoltaic,58304,3,0.7,,0.7,0.7,2013,2043,0.186,0.0,0.0,7714.0
Solar Photovoltaic,58306,1,1.0,,1.0,1.0,2014,2044,0.196,0.0,0.0,7714.0
Solar Photovoltaic,58306,2,1.0,,1.0,1.0,2014,2044,0.196,0.0,0.0,7714.0
Solar Photovoltaic,58306,3,1.5,,1.5,1.5,2014,2044,0.196,0.0,0.0,7714.0
Solar Photovoltaic,58307,1,1.5,,1.5,1.5,2014,2044,0.203,0.0,0.0,7714.0
Solar Photovoltaic,58307,2,0.5,,0.5,0.5,2014,2044,0.203,0.0,0.0,7714.0
Solar Photovoltaic,58307,3,1.5,,1.5,1.5,2014,2044,0.203,0.0,0.0,7714.0
Solar Photovoltaic,58308,1,1.5,,1.5,1.5,2014,2044,0.192,0.0,0.0,7714.0
Solar Photovoltaic,58308,3,1.5,,1.5,1.5,2014,2044,0.192,0.0,0.0,7714.0
Solar Photovoltaic,58308,4,1.0,,1.0,1.0,2014,2044,0.192,0.0,0.0,7714.0
Solar Photovoltaic,58309,1,1.0,,1.0,1.0,2014,2044,0.209,0.0,0.0,7714.0
Solar Photovoltaic,58309,2,1.0,,1.0,1.0,2014,2044,0.209,0.0,0.0,7714.0
Solar Photovoltaic,58309,5,1.5,,1.5,1.5,2014,2044,0.209,0.0,0.0,7714.0
Solar Photovoltaic,58354,1,1.5,,1.5,1.5,2013,2043,0.246,0.0,0.0,7714.0
Solar Photovoltaic,58355,1,1.5,,1.5,1.5,2013,2043,0.206,0.0,0.0,7714.0
Solar Photovoltaic,58366,1,15.7,,20.2,12.5,2013,2043,0.2,0.0,0.0,7714.0
Solar Photovoltaic,58370,GEN1,1.0,,1.0,1.0,2013,2043,0.182,0.0,0.0,7714.0
Solar Photovoltaic,58371,GEN1,2.5,,2.5,2.5,2013,2043,0.184,0.0,0.0,7714.0
Solar Photovoltaic,58373,WRCA,20.0,,20.0,20.0,2013,2043,0.272,0.0,0.0,7714.0
Solar Photovoltaic,58374,CSCA,20.0,,20.0,20.0,2013,2043,0.256,0.0,0.0,7714.0
Landfill Gas,58379,W3998,1.5,,1.5,1.5,2013,2113,0.831,13.526,3.136,10167.0
Batteries,58383,H214M,14.0,42.0,14.0,14.0,2023,2053,0.85,0.0,0.0,17250.0
Solar Photovoltaic,58383,PV1,14.0,,14.0,14.0,2013,2043,0.291,0.0,0.0,9730.0
Solar Photovoltaic,58388,AVS1,38.0,,39.0,38.0,2014,2044,0.32,0.0,0.0,7714.0
Solar Photovoltaic,58388,SS11,52.6,,54.0,52.6,2015,2045,0.32,0.0,0.0,7714.0
Solar Photovoltaic,58388,SS12,52.6,,54.0,52.6,2015,2045,0.32,0.0,0.0,7714.0
Solar Photovoltaic,58388,SS13,57.0,,58.5,57.0,2014,2044,0.32,0.0,0.0,7714.0
Solar Photovoltaic,58388,SS14,32.2,,33.0,32.2,2015,2045,0.32,0.0,0.0,7714.0
Solar Photovoltaic,58388,SS15,14.6,,15.0,14.6,2014,2044,0.32,0.0,0.0,7714.0
Solar Photovoltaic,58388,SS16,62.9,,64.5,62.9,2014,2044,0.32,0.0,0.0,7714.0
Solar Photovoltaic,58389,AVS2,19.0,,19.5,19.0,2014,2044,0.309,0.0,0.0,7714.0
Solar Photovoltaic,58389,SS21,59.0,,60.0,59.0,2014,2044,0.309,0.0,0.0,7714.0
Solar Photovoltaic,58389,SS22,55.0,,55.5,55.0,2014,2044,0.309,0.0,0.0,7714.0
Solar Photovoltaic,58389,SS23,47.0,,48.0,47.0,2014,2044,0.309,0.0,0.0,7714.0
Solar Photovoltaic,58389,SS24,43.0,,43.5,43.0,2015,2045,0.309,0.0,0.0,7714.0
Solar Photovoltaic,58389,SS25,52.0,,52.5,52.0,2014,2044,0.309,0.0,0.0,7714.0
Onshore Wind Turbine,58394,AW10,138.0,,138.0,138.0,2014,2044,0.301,0.0,0.0,13321.0
Onshore Wind Turbine,58395,AW11,90.0,,90.0,90.0,2014,2044,0.315,0.0,0.0,13321.0
Solar Photovoltaic,58398,1,10.0,,10.9,8.2,2014,2044,0.32,0.0,0.0,7714.0
Natural Gas Fired Combustion Turbine,58413,CXGT1,44.0,,49.9,49.0,2024,2079,0.924,9.142,0.53,2960.0
Natural Gas Fired Combustion Turbine,58413,CXGT2,44.0,,49.9,49.0,2024,2079,0.924,9.142,0.53,2960.0
Solar Photovoltaic,58417,CP1,10.0,,10.0,10.0,2014,2044,0.267,0.0,0.0,7714.0
Solar Photovoltaic,58418,1,5.0,,5.0,4.0,2015,2045,0.245,0.0,0.0,7714.0
Solar Photovoltaic,58419,1,5.0,,5.0,4.0,2015,2045,0.244,0.0,0.0,7714.0
Solar Photovoltaic,58430,CSE1,33.4,,34.2,33.4,2013,2043,0.333,0.0,0.0,7714.0
Solar Photovoltaic,58430,CSE2,25.6,,26.6,25.6,2013,2043,0.333,0.0,0.0,7714.0
Solar Photovoltaic,58430,CSE3,33.4,,34.2,33.4,2013,2043,0.333,0.0,0.0,7714.0
Solar Photovoltaic,58430,CSE4,33.4,,34.2,33.4,2013,2043,0.333,0.0,0.0,7714.0
Solar Photovoltaic,58430,CSE5,18.6,,19.0,18.6,2014,2044,0.333,0.0,0.0,7714.0
Solar Photovoltaic,58430,CSE6,25.6,,26.6,25.6,2014,2044,0.333,0.0,0.0,7714.0
Natural Gas Internal Combustion Engine,58432,COG1,4.4,,4.4,4.4,2012,2067,0.393,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,58432,COG2,4.4,,4.4,4.4,2012,2067,0.393,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,58432,COG3,4.4,,4.4,4.4,2013,2068,0.393,10.745,1.370381634,1230.331313
Batteries,60565,SES1,0.5,1.5,0.5,0.5,2012,2027,0.0,0.0,0.0,12544.0
Batteries,60565,SES2,1.0,3.0,1.0,1.0,2014,2029,0.0,0.0,0.0,12544.0
Batteries,66757,BN1,80.0,320.0,80.0,80.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66279,1,10.0,10.0,10.0,10.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,58445,1,1.0,,1.0,1.0,2013,2043,0.131,0.0,0.0,7714.0
Solar Photovoltaic,58445,2,1.0,,1.0,1.0,2013,2043,0.131,0.0,0.0,7714.0
Solar Photovoltaic,58446,1,1.5,,1.5,1.5,2013,2043,0.214,0.0,0.0,7714.0
Solar Photovoltaic,58447,1,1.5,,1.5,1.5,2013,2043,0.091,0.0,0.0,7714.0
Solar Photovoltaic,58447,2,1.5,,1.5,1.5,2013,2043,0.091,0.0,0.0,7714.0
Solar Photovoltaic,58447,3,1.0,,1.0,1.0,2013,2043,0.091,0.0,0.0,7714.0
Solar Photovoltaic,58448,1,1.0,,1.0,1.0,2013,2043,0.273,0.0,0.0,7714.0
Solar Photovoltaic,58449,1,1.5,,1.5,1.5,2014,2044,0.096,0.0,0.0,7714.0
Solar Photovoltaic,58449,2,1.5,,1.5,1.5,2014,2044,0.096,0.0,0.0,7714.0
Solar Photovoltaic,58449,3,1.0,,1.0,1.0,2014,2044,0.096,0.0,0.0,7714.0
Solar Photovoltaic,58450,1,1.5,,1.5,1.5,2013,2043,0.255,0.0,0.0,7714.0
Solar Photovoltaic,58451,1,1.5,,1.5,1.5,2013,2043,0.25,0.0,0.0,7714.0
Solar Photovoltaic,58452,1,1.5,,1.5,1.5,2013,2043,0.235,0.0,0.0,7714.0
Solar Photovoltaic,58454,1,1.5,,1.5,1.5,2013,2043,0.198,0.0,0.0,7714.0
Solar Photovoltaic,58454,2,0.5,,0.5,0.5,2013,2043,0.198,0.0,0.0,7714.0
Solar Photovoltaic,58462,1,41.9,,41.9,41.9,2016,2046,0.27,0.0,0.0,9730.0
Solar Photovoltaic,58462,BLK2,21.0,,21.0,21.0,2016,2046,0.27,0.0,0.0,9730.0
Solar Photovoltaic,58462,BLK3,39.6,,39.6,39.6,2016,2046,0.27,0.0,0.0,9730.0
Solar Photovoltaic,58462,BLK4,31.4,,31.4,31.4,2015,2045,0.27,0.0,0.0,9730.0
Solar Photovoltaic,58462,BLK5,31.4,,31.4,31.4,2015,2045,0.27,0.0,0.0,9730.0
Solar Photovoltaic,58462,BLK6,26.9,,26.9,26.9,2015,2045,0.27,0.0,0.0,9730.0
Solar Photovoltaic,58462,BLK7,41.9,,41.9,41.9,2016,2046,0.27,0.0,0.0,9730.0
Solar Photovoltaic,58462,BLK8,36.5,,36.5,36.5,2015,2045,0.27,0.0,0.0,9730.0
Batteries,58462,MCST1,230.0,920.0,230.0,230.0,2021,2051,0.0,0.0,0.0,17250.0
Solar Photovoltaic,58467,CVS1,139.0,,147.4,139.0,2013,2043,0.278,0.0,0.0,7714.0
Solar Photovoltaic,58486,1,20.0,,20.0,20.0,2012,2042,0.294,0.0,0.0,7714.0
Solar Photovoltaic,58498,RONE,20.0,,20.0,20.0,2014,2044,0.319,0.0,0.0,7714.0
Solar Photovoltaic,58499,RTWO,20.0,,20.0,20.0,2014,2044,0.241,0.0,0.0,7714.0
Solar Photovoltaic,58500,RIO,5.0,,5.0,5.0,2013,2043,0.23,0.0,0.0,7714.0
Solar Photovoltaic,58501,GILL1,15.0,,15.0,15.0,2013,2043,0.302,0.0,0.0,7714.0
Solar Photovoltaic,58502,COL3,10.0,,10.0,10.0,2014,2044,0.254,0.0,0.0,7714.0
Solar Photovoltaic,58506,937,4.0,,4.0,4.0,2012,2042,0.179,0.0,0.0,7714.0
Solar Photovoltaic,58508,PV3,1.5,,1.5,1.5,2014,2044,0.296,0.0,0.0,7714.0
Solar Photovoltaic,58509,PV4,1.5,,1.5,1.5,2014,2044,0.316,0.0,0.0,7714.0
Solar Photovoltaic,58510,PV5,1.0,,1.0,1.0,2014,2044,0.304,0.0,0.0,7714.0
Solar Photovoltaic,58513,937,4.0,,4.0,4.0,2012,2042,0.198,0.0,0.0,7714.0
Solar Photovoltaic,58514,DHCA,2.2,,2.3,2.2,2013,2043,0.29,0.0,0.0,7714.0
Solar Photovoltaic,58516,PV1,1.6,,1.6,1.6,2012,2042,0.21,0.0,0.0,7714.0
Solar Photovoltaic,58517,PV1,1.4,,1.4,1.4,2012,2042,0.241,0.0,0.0,7714.0
Solar Photovoltaic,58522,1,1.0,,1.0,1.0,2011,2041,0.201,0.0,0.0,7714.0
Solar Photovoltaic,58525,1,1.6,,1.6,1.6,2010,2040,0.224,0.0,0.0,7714.0
Solar Photovoltaic,58528,WDT44,0.68,,0.68,0.68,2014,2044,0.136,0.0,0.0,7714.0
Solar Photovoltaic,58528,WDT44,3.32,,3.32,3.32,2014,2044,0.136,0.0,0.0,7714.0
Solar Photovoltaic,58539,1,6.0,,6.5,4.1,2012,2042,0.332,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL12,19.5109,,19.5109,19.5109,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL12,9.775,,9.775,9.775,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL12,0.0391,,0.0391,0.0391,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL12,0.0391,,0.0391,0.0391,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL12,9.7359,,9.7359,9.7359,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL13,9.384,,9.384,9.384,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL13,0.391,,0.391,0.391,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL13,9.775,,9.775,9.775,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL13,19.55,,19.55,19.55,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL14,6.625,,6.625,6.625,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL14,6.36,,6.36,6.36,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL14,13.25,,13.25,13.25,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL14,0.265,,0.265,0.265,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL15,0.139,,0.139,0.139,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL15,3.475,,3.475,3.475,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL15,3.336,,3.336,3.336,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL15,6.95,,6.95,6.95,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL16,0.227,,0.227,0.227,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL16,5.675,,5.675,5.675,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL16,5.448,,5.448,5.448,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL16,11.35,,11.35,11.35,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL17,14.5,,14.5,14.5,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL17,0.29,,0.29,0.29,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL17,7.25,,7.25,7.25,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL17,6.96,,6.96,6.96,2013,2043,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL18,14.5,,14.5,14.5,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL18,0.29,,0.29,0.29,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL18,6.96,,6.96,6.96,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL18,7.25,,7.25,7.25,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL19,0.252,,0.252,0.252,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL19,6.3,,6.3,6.3,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL19,12.6,,12.6,12.6,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL19,6.048,,6.048,6.048,2014,2044,0.253,0.0,0.0,7714.0
Solar Photovoltaic,58542,DSL20,6.3,,6.3,6.3,2013,2043,0.253,0.0,0.0,7714.0
