start_region,dest_region,total_interconnect_annuity_mw,total_interconnect_cost_mw,total_line_loss_frac,dollar_year
TX1,TX2,20122.182199850056,422792.64852591325,0.02622934463253593,2018
TX1,TX3,19754.116404287553,415059.1178883252,0.0217595512763129,2018
TX2,TX3,14756.300945304563,310048.65660928376,0.026890711194856948,2018
